state,city,2010population,2011population,2012population,2013population,2014population,2015population,2016population, populationRecent,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,countDNR,countZero,countReport
Minnesota,New Brighton,9246,9241,9213,9145,9099,9025,8991,8991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Connecticut,New Britain,2279,3162,3162,3147,72864,72788,72720,72720,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,1, DNR, DNR,1, DNR,0,0,0,0,4,22,2
Pennsylvania,New Britain Township,11109,11105,11113,11075,11034,11305,11269,11269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0, DNR,2,26,0
Alabama,New Brockton,1258,No Data,No Data,No Data,No Data,No Data,No Data,1258,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
New Jersey,New Brunswick,52245,55365,55717,56542,56193,57580,57158,57158,1,1,1,1,1,2,1,2,6,3,4,2,3,1,1,0,2,0,1,3,2,8,1,5, DNR,1,5,3,1,2,25
Michigan,New Buffalo,2441,No Data,1885,1877,No Data,1877,1875,1875,0,0,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,11,17,0
Connecticut,New Canaan,20312,19775,19992,20224,20302,20449,20509,20509,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4
Maryland,New Carrollton,12734,12250,12366,12456,12603,12847,12914,12914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Colorado,New Castle,23968,23347,23165,22729,22629,22414,22211,22211,0,0,0,0,DNR,0,0,DNR,0,0,0,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,0,5,23,0
New York,New Castle Town,17598,17648,17792,17864,18012,18066,18167,18167,0,0,0,0,0,0,0,1,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1
Pennsylvania,New Castle Township,396,415,414,405,404,395,390,390,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,3,25,0
Indiana,New Chicago,No Data,No Data,No Data,No Data,1990,No Data,No Data,1990,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Ohio,New Concord,2548,2493,2494,2489,1567,2299,2317,2317,DNR,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0
Pennsylvania,New Cumberland,7061,1104,1100,7253,No Data,7268,7297,7297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,0,0,1,0,0,0,0,0,5,22,1
Texas,New Deal,794,811,821,800,797,800,805,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0
New Hampshire,New Durham,2569,2641,2659,2652,2653,2663,2662,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
South Carolina,New Ellenton,2252,2076,2079,2094,2110,2123,2134,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Michigan,New Era,449,451,450,448,450,445,444,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,1,27,0
Missouri,New Florence,724,772,686,676,677,667,662,662,0,DNR,DNR,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0, DNR,0, DNR, DNR, DNR,0,0, DNR, DNR,10,18,0
Missouri,New Franklin,14976,14237,14174,14232,14328,14309,1081,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,3,25,0
Pennsylvania,New Garden Township,12307,12022,12109,12109,12089,12121,12113,12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, DNR, DNR,0,0,0,0,2,25,1
Wisconsin,New Glarus,2057,2181,2180,2176,2154,2162,2170,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Iowa,New Hampton,2256,2168,2174,2195,2196,2204,2215,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New Jersey,New Hanover Township,10029,10974,11024,11943,12266,12550,12814,12814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
New York,New Hartford Town and Village,18875,20580,20557,20355,20308,20481,20441,20441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Connecticut,New Haven,1531,2097,2101,2096,2099,2092,2097,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,New Holland,5223,5395,5432,5416,5425,5429,5439,5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Wisconsin,New Holstein,3082,3250,3277,3257,3215,3168,3213,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Alabama,New Hope,1049,1092,1092,1075,1069,2504,2507,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0, DNR,3,25,0
New Hampshire,New Ipswich,5438,5106,5123,5134,5135,5158,5212,5212,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
Tennessee,New Johnsonville,1961,1969,1959,1899,1901,1878,1884,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,New Kensington,13583,13158,13112,12916,12864,12720,12636,12636,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0, DNR,0,3,25,0
Ohio,New Knoxville,No Data,No Data,No Data,No Data,873,868,865,865,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,0,0,0, DNR,0,0,0,0,18,10,0
Ohio,New Lebanon,4059,3998,4013,3992,3987,3986,4001,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Illinois,New Lenox,24716,No Data,24549,24805,25093,25682,26085,26085,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,23,1
Ohio,New Lexington,4539,4734,4791,4749,4753,4708,4721,4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Wisconsin,New Lisbon,2462,2565,2565,2510,2526,2487,2473,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Connecticut,New London,6837,7327,7354,7226,7255,7198,7148,7148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Michigan,New Lothrop,561,No Data,574,562,561,560,557,557,0,0,0,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,0,0,0,0,0,0,0,0,8,20,0
Missouri,New Madrid,2945,3127,3093,3028,3007,2991,2988,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Tennessee,New Market,1878,2172,2185,2185,2192,2212,2220,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
West Virginia,New Martinsville,No Data,5373,5292,5345,No Data,No Data,5190,5190,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,15,13,0
Missouri,New Melle,302,477,481,477,No Data,No Data,No Data,477,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,13,15,0
Ohio,New Miami,No Data,2251,2261,2271,2271,2303,2328,2328,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,7,21,0
Ohio,New Middletown,1494,1622,1610,1594,1584,1576,1568,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Connecticut,New Milford,16005,16395,16529,16577,16650,16729,16804,16804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,1
Louisiana,New Orleans,356317,346974,362874,377022,387113,393447,No Data,393447,0,0,DNR,DNR,0,0,0,0,DNR,DNR,1,1,2,3,3,0,1,1, DNR,1,0,1,2,2,DNR,DNR,DNR,DNR,9,8,11
Louisiana,New Orleans2,No Data,No Data,No Data,No Data,No Data,No Data,397208,397208,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,3,1,0,1,24,1,3
New York,New Paltz Town and Village,14279,14066,14077,14248,14074,14119,14214,14214,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
Ohio,New Paris,1459,1630,1623,1600,1584,1583,No Data,1583,DNR,DNR,DNR,0,DNR,DNR,DNR,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,13,15,0
Ohio,New Philadelphia,1085,1088,1082,1072,1066,1063,1060,1060,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR,0,0,0,0, DNR,5,23,0
Florida,New Port Richey,17634,15114,15165,14944,15132,15688,16038,16038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,1, DNR, DNR, DNR,2, DNR, DNR,6,19,3
Minnesota,New Prague,No Data,No Data,No Data,7457,7542,7598,7631,7631,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0
New Jersey,New Providence,12126,12212,12298,12463,12387,12458,12461,12461,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,21,7
Minnesota,New Richland,No Data,1212,No Data,No Data,1197,1189,1185,1185,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,18,10,0
Ohio,New Richmond,8541,8411,8454,8480,8671,8758,2651,2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New York,New Rochelle,73648,77408,78025,78800,80030,80270,80389,80389,0,2,2,1,3,1,0,2,0,0,1,1,1,1,1,0,1,3,2,0,0,0,1,0,1,0,0,4,0,11,17
Massachusetts,New Salem,947,996,1003,1006,No Data,No Data,No Data,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,12,16,0
Pennsylvania,New Sewickley Township,7651,7383,7359,7526,7533,7490,7454,7454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Iowa,New Sharon,No Data,No Data,No Data,No Data,No Data,No Data,1290,1290,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR, DNR, DNR, DNR,0,27,1,0
Rhode Island,New Shoreham,1036,1050,No Data,1040,No Data,1044,1046,1046,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,8,20,0
Alabama,New Site,843,No Data,No Data,No Data,No Data,No Data,No Data,843,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,24,4,0
Florida,New Smyrna Beach,23656,22770,22788,23007,23391,No Data,No Data,23391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,8,19,1
Ohio,New Straitsville,795,No Data,726,719,715,No Data,No Data,715,0,0,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,DNR,DNR,0,0,0,0,0,0,0, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,18,10,0
Tennessee,New Tazewell,2845,3064,3059,2974,2960,2953,2943,2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
North Dakota,New Town,No Data,No Data,No Data,2362,2482,2531,2656,2656,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0
Minnesota,New Ulm,No Data,13626,13526,13185,13136,13195,13293,13293,DNR,DNR,DNR,DNR,0,DNR,DNR,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0
Ohio,New Vienna,1371,1225,1220,1210,1207,1202,1199,1199,DNR,0,0,0,0,0,DNR,DNR,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Ohio,New Waterford,1332,No Data,No Data,No Data,1207,1203,1195,1195,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0
Indiana,New Whiteland,6031,5500,No Data,5668,5793,No Data,No Data,5793,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0, DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,13,15,0
Pennsylvania,New Wilmington,2334,No Data,2463,No Data,2333,2193,2190,2190,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,0, DNR, DNR, DNR,0,0, DNR,0,0,0,0,0,13,15,0
New York,New Windsor Town,25211,25357,25523,25767,26307,26507,26835,26835,0,DNR,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0
New York,New York,8336002,8211875,8289415,8396126,8473938,8550861,8566917,8566917,89,90,79,90,52,77,43,68,107,97,84,84,56,84,81,93,60,68,107,72,56,96,71,84,66,85,85,125,0,0,28
New York,New York Mills Village,3245,3342,3339,3324,3323,3302,3303,3303,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,3,25,0
Georgia,NewDNR,32623,33474,No Data,34453,35232,36954,38137,38137,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
California,Newark,47409,47608,47787,47702,47808,47889,48055,48055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New York,Newark Village,8871,9186,9162,8978,8908,8846,8786,8786,0,0,0,0,0,0,0,0,0,0,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0
Michigan,Newaygo,1668,1975,1975,1961,1965,1951,1951,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,2
Oregon,Newberg-Dundee,26738,25499,25613,25647,25765,26022,26105,26105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,3
Tennessee,Newbern,3173,3343,3329,3332,3343,3327,3341,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
South Carolina,Newberry,11144,10397,10430,10246,10247,10263,10338,10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,Newberry Township,15825,15334,15368,15361,15302,15385,15470,15470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Missouri,Newburg,461,472,470,458,456,451,448,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New York,Newburgh,27836,28996,29183,28571,28378,28227,28171,28171,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5
New York,Newburgh Town,31293,29935,30132,30984,30826,30773,30933,30933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Massachusetts,Newbury,2120,2075,2078,6821,2122,2178,2184,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
Massachusetts,Newburyport,17447,17522,17708,17773,17941,18054,18011,18011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,3
Oklahoma,Newcastle,3505,3560,3536,3465,3522,3512,3537,3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Ohio,Newcomerstown,3858,3825,No Data,No Data,3798,No Data,No Data,3798,DNR,0,0,0,1,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,20,7,1
New Jersey,Newfield,1689,1558,1566,1538,1542,1523,1522,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,1,27,0
New Hampshire,Newfields,1625,1682,1688,1691,1703,1704,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Connecticut,Newington,797,754,756,755,757,767,777,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Oklahoma,Newkirk,2158,2342,2310,2267,2261,2252,2242,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
North Carolina,Newland,648,707,696,683,686,691,684,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
California,Newman,10544,10344,10402,10691,10742,10881,11037,11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New Hampshire,Newmarket,9497,No Data,8983,No Data,No Data,No Data,8911,8911,0,0,0,0,DNR,DNR,DNR,DNR,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,16,12,0
Georgia,Newnan,No Data,No Data,34085,No Data,No Data,No Data,No Data,34085,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,25,3,0
Kentucky,Newport,5159,4594,4576,4513,4505,4447,4415,4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
California,Newport Beach,81882,86187,87286,87639,87759,87749,87482,87482,0,1,0,0,0,3,2,0,0,1,4,2,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,17,11
Virginia,Newport News,195225,182878,181591,181074,182374,182975,181676,181676,1,1,8,1,1,2,1,4,1,0,1,0,0,1,3,0,2,0,2,0,1,0,0,2,0,1,2,1,0,9,19
Pennsylvania,Newport Township,4872,5391,5378,No Data,5435,5434,5399,5399,0,DNR,0,DNR,0,DNR,DNR,DNR,0,0,0,DNR,DNR,DNR,DNR,DNR,0,0,0,0, DNR,0,0,0,0,0, DNR, DNR,13,15,0
Massachusetts,Newton,13676,13132,13081,12980,13062,7818,2390,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Ohio,Newton Falls,4558,No Data,No Data,4723,4701,4656,4628,4628,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,11,13,4
North Carolina,Newton Grove,626,576,577,577,586,580,577,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Pennsylvania,Newton Township,2812,2855,2848,2865,2851,No Data,No Data,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR, DNR, DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,11,17,0
Massachusetts,Newton2,No Data,No Data,No Data,No Data,No Data,No Data,89116,89116,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,8,6,4,3,24,0,4
Massachusetts,Newton3,No Data,No Data,No Data,No Data,No Data,89053,No Data,89053,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,1,4,3,3,DNR,DNR,DNR,DNR,24,0,4
Ohio,Newtonsville,No Data,392,396,No Data,395,395,393,393,DNR,DNR,DNR,DNR,DNR,DNR,0,DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,0,0, DNR,0,0, DNR, DNR, DNR, DNR,0, DNR, DNR,21,7,0
Connecticut,Newtown,2404,2255,2257,2240,2227,2222,2217,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,1,27,0
Pennsylvania,"Newtown Township, Bucks County",19713,22366,22382,22596,22753,22897,22914,22914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0,0,0,0,0,1,27,0
Pennsylvania,"Newtown Township, Delaware County",11937,12255,12244,12292,12348,12481,12864,12864,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0, DNR,0, DNR,0,0,0,0,0,3,25,0
Alabama,Newville,1309,1330,1337,1326,1322,1326,1332,1332,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0
Wisconsin,Niagara,1683,1631,1625,1610,1603,1596,1580,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
New York,Niagara Falls,50321,50419,50356,49574,49300,48989,48675,48675,0,0,2,0,2,0,4,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,19,9
New York,Niagara Town,8215,8416,8406,8241,8162,8127,8080,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Missouri,Niangua,496,406,409,403,402,405,412,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Florida,Niceville,12145,12923,13118,13880,14407,No Data,No Data,14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,8,20,0
Kentucky,Nicholasville,27686,28209,28366,28497,28889,29351,30093,30093,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,1,0,21,7
Georgia,Nicholls,2787,2835,3510,3438,3373,3364,3378,3378,0,0,0,0,0,0,0,0,0,0,0,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0
South Carolina,Nichols,386,372,369,362,355,357,356,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Oklahoma,Nichols Hills,4147,3750,3805,3836,3887,3908,3921,3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Kansas,Nickerson,1151,1077,1076,1062,No Data,No Data,No Data,1062,0,0,0,0,0,0,0,0,0,0,DNR,DNR, DNR, DNR, DNR,0,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,DNR,17,11,0
Oklahoma,Nicoma Park,2464,2419,2456,2458,2473,2484,2483,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Michigan,Niles,28068,19280,19167,11471,11389,11352,18538,18538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
South Carolina,Ninety Six,1951,2021,2023,2003,2047,2033,2050,2050,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
Oklahoma,Ninnekah,No Data,1013,1020,1023,1027,1026,1043,1043,DNR,DNR,DNR,DNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
Tennessee,Niota,811,725,728,718,719,718,718,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1
New York,Niskayuna Town,21735,21879,21946,22097,22245,22393,22171,22171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
