agencyName,agencyType,state,recent_population,zeroCount,dnrCount,reportCount,zeroClass,dnrClass,reportClass,popClass
Poweshiek,Nonmetropolitan Counties,IOWA,No Data,21,2,5,5,0,1,-1
Powhatan,Metropolitan Counties,VIRGINIA,No Data,24,0,4,6,0,1,-1
Powhatan Point,Cities,OHIO,1569,24,1,3,6,0,0,3
Poynette,Cities,WISCONSIN,2485,27,0,1,6,0,0,3
Prague,Cities,OKLAHOMA,2466,27,0,1,6,0,0,3
Prairie,Nonmetropolitan Counties,ARKANSAS,No Data,27,0,1,6,0,0,-1
Prairie City,Cities,IOWA,1715,27,0,1,6,0,0,3
Prairie du Chien,Cities,WISCONSIN,5731,27,0,1,6,0,0,3
Prairie du Rocher,Cities,ILLINOIS,586,11,1,16,2,0,4,2
Prairie Grove,Cities,ARKANSAS,5345,27,0,1,6,0,0,3
Prairie View,Cities,Texas,6538,11,0,17,2,0,4,3
Prairie Village,Cities,KANSAS,21958,27,0,1,6,0,0,4
Prairieville Township,Cities,MICHIGAN,3409,26,0,2,6,0,0,3
Pratt,Cities,KANSAS,No Data,27,0,1,6,0,0,-1
Prattville,Cities,ALABAMA,35698,12,5,11,3,1,2,4
Preble,Metropolitan Counties,OHIO,No Data,25,0,3,6,0,0,-1
Premont,Cities,TEXAS,2660,26,1,1,6,0,0,3
Prentiss,Nonmetropolitan Counties,MISSISSIPPI,No Data,1,3,24,0,0,6,-1
Prescott,Cities,ARIZONA,4197,27,0,1,6,0,0,3
Prescott Valley,Cities,ARIZONA,42900,20,3,5,5,0,1,4
Presidio,Cities,TEXAS,No Data,27,0,1,6,0,0,-1
Presque Isle,Nonmetropolitan Counties,MICHIGAN,9050,26,0,2,6,0,0,3
Preston,Cities,IDAHO,No Data,27,0,1,6,0,0,-1
Prestonsburg,Cities,KENTUCKY,3326,26,0,2,6,0,0,3
Price,Cities,UTAH,No Data,27,0,1,6,0,0,-1
Priceville,Cities,ALABAMA,3072,4,0,24,1,0,6,3
Prichard,Cities,ALABAMA,27725,3,1,24,0,0,6,4
Priest River,Cities,IDAHO,1761,27,0,1,6,0,0,3
Primera,Cities,TEXAS,4748,27,0,1,6,0,0,3
Prince Edward,Nonmetropolitan Counties,VIRGINIA,No Data,26,0,2,6,0,0,-1
Prince George County Police Department,Metropolitan Counties,VIRGINIA,No Data,21,0,7,5,0,1,-1
Prince George's,Metropolitan Counties,MARYLAND,No Data,27,0,1,6,0,0,-1
Prince George's County Police Department,Metropolitan Counties,MARYLAND,No Data,22,0,6,5,0,1,-1
Prince William County Police Department,Metropolitan Counties,VIRGINIA,No Data,25,0,3,6,0,0,-1
Prince's Lakes,Cities,Indiana,1337,4,0,24,1,0,6,3
Princess Anne,Cities,MARYLAND,3299,27,0,1,6,0,0,3
Princeton,Cities,KENTUCKY,1180,27,0,1,6,0,0,3
Princeton Township,Cities,NEW JERSEY,16384,11,0,17,2,0,4,4
Princeville,Cities,North Carolina,2005,8,0,20,2,0,5,3
Prineville,Cities,OREGON,9595,7,0,21,1,0,5,3
Pringle,Cities,PENNSYLVANIA,967,20,7,1,5,1,0,2
Prior Lake,Cities,Minnesota,25767,9,2,17,2,0,4,4
Proctor,Cities,Minnesota,3070,15,4,9,3,1,2,3
Progreso,Cities,TEXAS,6003,27,0,1,6,0,0,3
Prophetstown,Cities,ILLINOIS,1999,14,1,13,3,0,3,3
Prospect,Cities,Kentucky,1128,21,2,5,5,0,1,3
Prospect Heights,Cities,ILLINOIS,16410,22,1,5,5,0,1,4
Prospect Park,Cities,NEW JERSEY,6486,25,2,1,6,0,0,3
Prosper,Cities,TEXAS,17634,27,0,1,6,0,0,4
Prosperity,Cities,SOUTH CAROLINA,1204,26,0,2,6,0,0,3
Prosser,Cities,WASHINGTON,5895,27,0,1,6,0,0,3
Protection,Cities,Kansas,521,1,2,25,0,0,6,2
Providence,Cities,RHODE ISLAND,3042,27,0,1,6,0,0,3
Provincetown,Cities,MASSACHUSETTS,2959,22,0,6,5,0,1,3
Provo,Cities,UTAH,115739,21,0,7,5,0,1,5
Prowers,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Pryor,Cities,OKLAHOMA,9421,20,0,8,5,0,2,3
Pryor Creek,Cities,Oklahoma,9455,3,0,25,0,0,6,3
Pueblo,Cities,COLORADO,No Data,25,0,3,6,0,0,-1
Pulaski,Metropolitan Counties,ARKANSAS,3552,27,0,1,6,0,0,3
Pulaski Township,Cities,Pennsylvania,3370,8,0,20,2,0,5,3
"Pulaski Township, Lawrence County",Cities,PENNSYLVANIA,3323,18,1,9,4,0,2,3
Pulaski Village,Cities,NEW YORK,2299,27,0,1,6,0,0,3
Pullman,Cities,WASHINGTON,33456,15,0,13,3,0,3,4
Punta Gorda,Cities,FLORIDA,17305,20,0,8,5,0,2,4
Punxsutawney,Cities,PENNSYLVANIA,5841,25,2,1,6,0,0,3
Purcell,Cities,MISSOURI,6405,27,0,1,6,0,0,3
Purcellville,Cities,VIRGINIA,9547,23,0,5,5,0,1,3
Purdy,Cities,MISSOURI,1103,27,0,1,6,0,0,3
Puryear,Cities,TENNESSEE,668,27,0,1,6,0,0,2
Pushmataha,Nonmetropolitan Counties,OKLAHOMA,No Data,23,0,5,5,0,1,-1
Put-in-Bay,Cities,Ohio,136,2,1,25,0,0,6,2
Putnam,Nonmetropolitan Counties,OHIO,No Data,27,0,1,6,0,0,-1
Puxico,Cities,MISSOURI,869,21,6,1,5,1,0,2
Puyallup,Cities,WASHINGTON,40167,17,0,11,4,0,2,4
Pymatuning Township,Cities,PENNSYLVANIA,3158,25,2,1,6,0,0,3
Quakertown,Cities,PENNSYLVANIA,8831,26,1,1,6,0,0,3
Quantico,Cities,VIRGINIA,548,27,0,1,6,0,0,2
Quarryville,Cities,PENNSYLVANIA,2762,26,1,1,6,0,0,3
Quartzsite,Cities,ARIZONA,3598,14,2,12,3,0,3,3
Quay,Nonmetropolitan Counties,NEW MEXICO,No Data,9,3,16,2,0,4,-1
Queen Anne's,Metropolitan Counties,MARYLAND,No Data,27,0,1,6,0,0,-1
Queen City,Cities,MISSOURI,1466,27,0,1,6,0,0,3
Quinby,Cities,South Carolina,947,7,0,21,1,0,5,2
Quincy,Cities,MASSACHUSETTS,7482,27,0,1,6,0,0,3
Quinlan,Cities,TEXAS,1448,7,0,21,1,0,5,3
Quinter,Cities,Kansas,955,6,13,9,1,3,2,2
Quitman,Cities,ARKANSAS,1830,27,0,1,6,0,0,3
Qulin,Cities,MISSOURI,452,22,1,5,5,0,1,2
Quogue Village,Cities,NEW YORK,995,27,0,1,6,0,0,2
Rabun,Nonmetropolitan Counties,GEORGIA,No Data,26,1,1,6,0,0,-1
Raccoon Township,Cities,PENNSYLVANIA,2992,22,5,1,5,1,0,3
Raceland,Cities,KENTUCKY,2383,26,0,2,6,0,0,3
Racine,Metropolitan Counties,WISCONSIN,82059,27,0,1,6,0,0,4
Radcliff,Cities,KENTUCKY,22346,20,0,8,5,0,2,4
Radford,Cities,VIRGINIA,17504,24,0,4,6,0,1,4
Radnor Township,Cities,PENNSYLVANIA,31625,25,2,1,6,0,0,4
Raeford,Cities,NORTH CAROLINA,4907,27,0,1,6,0,0,3
Ragland,Cities,ALABAMA,2232,4,0,24,1,0,6,3
Rahway,Cities,NEW JERSEY,29797,27,0,1,6,0,0,4
Rainbow City,Cities,ALABAMA,9573,23,0,5,5,0,1,3
Rainelle,Cities,West Virginia,1492,10,2,16,2,0,4,3
Rainier,Cities,OREGON,1918,14,2,12,3,0,3,3
Rains,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Rainsville,Cities,ALABAMA,5141,4,0,24,1,0,6,3
Raisin Township,Cities,MICHIGAN,7577,27,0,1,6,0,0,3
Raleigh,Cities,NORTH CAROLINA,347,26,0,2,6,0,0,2
Ralls,Nonmetropolitan Counties,MISSOURI,1890,27,0,1,6,0,0,3
Ralpho Township,Cities,PENNSYLVANIA,4301,13,10,5,3,2,1,3
Ralston,Cities,NEBRASKA,6003,27,0,1,6,0,0,3
Ramapo Town,Cities,NEW YORK,92620,15,1,12,3,0,3,4
Ramona,Cities,Oklahoma,544,4,0,24,1,0,6,2
Ramseur,Cities,NORTH CAROLINA,1703,27,0,1,6,0,0,3
Ramsey,Cities,NEW JERSEY,14853,27,0,1,6,0,0,4
Ranburne,Cities,ALABAMA,488,4,0,24,1,0,6,2
Rancho Cordova,Cities,CALIFORNIA,72265,25,0,3,6,0,0,4
Rancho Cucamonga,Cities,CALIFORNIA,177089,19,0,9,4,0,2,5
Rancho Mirage,Cities,CALIFORNIA,18243,27,0,1,6,0,0,4
Rancho Palos Verdes,Cities,CALIFORNIA,42947,21,0,7,5,0,1,4
Rancho Santa Margarita,Cities,CALIFORNIA,49606,25,0,3,6,0,0,4
Rancho Viejo,Cities,TEXAS,2502,27,0,1,6,0,0,3
Randall,Metropolitan Counties,TEXAS,No Data,25,0,3,6,0,0,-1
Randleman,Cities,NORTH CAROLINA,4160,27,0,1,6,0,0,3
Randolph,Nonmetropolitan Counties,ALABAMA,No Data,27,0,1,6,0,0,-1
Randolph Township,Cities,NEW JERSEY,25877,14,1,13,3,0,3,4
Rangeley,Cities,MAINE,1149,27,0,1,6,0,0,3
Rangely,Cities,COLORADO,2378,27,0,1,6,0,0,3
Ranger,Cities,TEXAS,2463,27,0,1,6,0,0,3
Rankin,Cities,ILLINOIS,2084,26,1,1,6,0,0,3
Ranlo,Cities,NORTH CAROLINA,3581,27,0,1,6,0,0,3
Ransom,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Ransom Canyon,Cities,TEXAS,1137,27,0,1,6,0,0,3
Ranson,Cities,WEST VIRGINIA,5053,9,5,14,2,1,3,3
Rantoul,Cities,ILLINOIS,13018,25,0,3,6,0,0,4
Rapid City,Cities,SOUTH DAKOTA,74573,13,0,15,3,0,3,4
Rapides,Metropolitan Counties,LOUISIANA,No Data,23,0,5,5,0,1,-1
Rappahannock,Nonmetropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Raritan,Cities,NEW JERSEY,8268,24,1,3,6,0,0,3
Raritan Township,Cities,NEW JERSEY,22011,25,1,2,6,0,0,4
Rathdrum,Cities,IDAHO,7681,26,0,2,6,0,0,3
Raton,Cities,NEW MEXICO,6455,19,1,8,4,0,2,3
Ravalli,Nonmetropolitan Counties,MONTANA,No Data,23,0,5,5,0,1,-1
Ravenden,Cities,ARKANSAS,446,26,1,1,6,0,1,2
Ravenna,Cities,KENTUCKY,587,24,2,2,6,0,1,2
Ravenswood,Cities,WEST VIRGINIA,3837,19,0,9,4,0,2,3
Rawlins,Nonmetropolitan Counties,KANSAS,9004,27,0,1,6,0,0,3
Ray,Metropolitan Counties,MISSOURI,761,27,0,1,6,0,0,2
Ray City,Cities,GEORGIA,1046,24,3,1,6,0,0,3
Rayland,Cities,Ohio,417,1,3,24,0,0,6,2
Raymond,Cities,ILLINOIS,2804,27,0,1,6,0,0,3
Raymondville,Cities,TEXAS,11104,27,0,1,6,0,0,4
Raymore,Cities,MISSOURI,20600,27,0,1,6,0,0,4
Rayne,Cities,Louisiana,8031,11,0,17,2,0,4,3
Raynham,Cities,MASSACHUSETTS,13818,24,0,4,6,0,1,4
Raytown,Cities,MISSOURI,29377,19,0,9,4,0,2,4
Reading,Cities,PENNSYLVANIA,1052,24,3,1,6,0,0,3
Reading Township,Cities,Pennsylvania,5855,12,3,13,3,0,3,3
Readington Township,Cities,NEW JERSEY,15893,23,1,4,5,0,1,4
Readstown,Cities,WISCONSIN,417,27,0,1,6,0,0,2
Reagan,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Real,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Reardan,Cities,WASHINGTON,551,27,0,1,6,0,0,2
Red Bank,Cities,TENNESSEE,11789,27,0,1,6,0,0,4
Red Bay,Cities,ALABAMA,3338,4,0,24,1,0,6,3
Red Bluff,Cities,CALIFORNIA,14138,21,0,7,5,0,1,4
Red Boiling Springs,Cities,TENNESSEE,1146,27,0,1,6,0,0,3
Red Bud,Cities,ILLINOIS,3564,26,1,1,6,0,0,3
Red Hook Village,Cities,NEW YORK,1996,25,1,2,6,0,0,3
Red Level,Cities,ALABAMA,549,4,0,24,1,0,6,2
Red Lodge,Cities,MONTANA,2242,25,0,3,6,0,0,3
Red Oak,Cities,IOWA,12278,27,0,1,6,0,0,4
Red River,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Red Springs,Cities,NORTH CAROLINA,3434,27,0,1,6,0,0,3
Red Willow,Nonmetropolitan Counties,NEBRASKA,No Data,23,0,5,5,0,1,-1
Red Wing,Cities,MINNESOTA,16442,21,4,3,5,1,0,4
Redding,Cities,CALIFORNIA,9317,24,0,4,6,0,1,3
Redfield,Cities,ARKANSAS,1593,27,0,1,6,0,0,3
Redford Township,Cities,MICHIGAN,47218,22,0,6,5,0,1,4
Redington Beaches,Cities,FLORIDA,1452,20,0,8,5,0,2,3
Redlands,Cities,CALIFORNIA,71485,15,0,13,3,0,3,4
Redmond,Cities,OREGON,29164,24,0,4,6,0,1,4
Redondo Beach,Cities,CALIFORNIA,68447,10,0,18,2,0,4,4
Redstone Township,Cities,PENNSYLVANIA,5425,23,4,1,5,1,0,3
Redwood,Nonmetropolitan Counties,MINNESOTA,No Data,23,4,1,5,1,0,-1
Redwood City,Cities,CALIFORNIA,87046,23,0,5,5,0,1,4
Redwood Falls,Cities,MINNESOTA,5024,24,3,1,6,0,0,3
Reed City,Cities,MICHIGAN,2383,26,0,2,6,0,0,3
Reedley,Cities,CALIFORNIA,25828,26,0,2,6,0,0,4
Reeds Spring,Cities,MISSOURI,856,27,0,1,6,0,0,2
Reedsburg,Cities,WISCONSIN,9605,27,0,1,6,0,0,3
Reedsport,Cities,OREGON,4098,22,3,3,5,0,0,3
Reedsville,Cities,West Virginia,605,12,0,16,3,0,4,2
Reese,Cities,Michigan,1398,19,0,9,4,0,2,3
Reeves,Nonmetropolitan Counties,TEXAS,No Data,27,0,1,6,0,0,-1
Reform,Cities,ALABAMA,1751,4,0,24,1,0,6,3
Refugio,Cities,TEXAS,No Data,26,1,1,6,0,6,-1
Register,Cities,GEORGIA,171,19,8,1,4,2,0,2
Rehoboth,Cities,MASSACHUSETTS,12033,27,0,1,6,0,0,4
Rehoboth Beach,Cities,DELAWARE,1485,24,0,4,6,0,1,3
Reidsville,Cities,GEORGIA,13991,22,0,6,5,0,1,4
Reilly Township,Cities,PENNSYLVANIA,700,23,4,1,5,1,0,2
Remerton,Cities,Georgia,1127,21,2,5,5,0,1,3
Reminderville,Cities,OHIO,3967,14,10,4,3,2,1,3
Remington,Cities,VIRGINIA,634,15,0,13,3,0,3,2
Reno,Nonmetropolitan Counties,KANSAS,3302,26,0,2,6,0,0,3
Renovo,Cities,Pennsylvania,1229,7,4,17,1,1,4,3
Rensselaer,Metropolitan Counties,NEW YORK,No Data,26,0,2,6,0,0,-1
Rensselaer City,Cities,NEW YORK,9441,27,0,1,6,0,0,3
Renton,Cities,WASHINGTON,101908,11,0,17,2,0,4,5
Renville,Nonmetropolitan Counties,NORTH DAKOTA,No Data,27,0,1,6,0,0,-1
Repton,Cities,Alabama,270,4,0,24,1,0,6,2
Republic,Nonmetropolitan Counties,KANSAS,16219,27,0,1,6,0,0,4
Resa Regional,Cities,PENNSYLVANIA,2521,22,5,1,5,1,0,3
Reserve Township,Cities,PENNSYLVANIA,3285,24,3,1,6,0,0,3
Revere,Cities,MASSACHUSETTS,53514,13,0,15,3,0,3,4
Rexburg,Cities,IDAHO,28112,25,0,3,6,0,0,4
Reynolds,Cities,GEORGIA,No Data,26,1,1,6,0,0,-1
Reynoldsburg,Cities,OHIO,37406,21,2,5,5,0,1,4
Reynoldsville,Cities,PENNSYLVANIA,2700,21,6,1,5,1,0,3
Rhea,Nonmetropolitan Counties,TENNESSEE,No Data,26,0,2,6,0,0,-1
Rhinebeck Village,Cities,NEW YORK,2601,26,0,2,6,0,0,3
Rhinelander,Cities,WISCONSIN,7477,20,3,5,5,0,1,3
Rhodhiss,Cities,North Carolina,1045,7,0,21,1,0,5,3
Rialto,Cities,CALIFORNIA,103893,24,0,4,6,0,1,5
Rib Lake,Cities,Wisconsin,891,15,0,13,3,0,3,2
Rice,Nonmetropolitan Counties,KANSAS,No Data,27,0,1,6,0,0,-1
Rice Lake,Cities,WISCONSIN,8391,13,2,13,3,0,0,3
Rice Township,Cities,PENNSYLVANIA,3544,26,1,1,6,0,0,3
Rich,Nonmetropolitan Counties,UTAH,No Data,24,3,1,6,0,0,-1
Rich Creek,Cities,VIRGINIA,744,26,0,2,6,0,0,2
Rich Hill,Cities,MISSOURI,1325,25,0,3,6,0,0,3
Rich Square,Cities,NORTH CAROLINA,891,27,0,1,6,0,0,2
Richardson,Nonmetropolitan Counties,NEBRASKA,113216,26,0,2,6,0,0,5
Richfield,Cities,UTAH,7597,26,1,1,6,0,0,3
"Richfield Township, Genesee County",Cities,MICHIGAN,8315,27,0,1,6,0,0,3
"Richfield Township, Roscommon County",Cities,MICHIGAN,3628,26,0,2,6,0,0,3
Richland,Metropolitan Counties,SOUTH CAROLINA,No Data,27,0,1,6,0,0,-1
Richland Center,Cities,WISCONSIN,4980,27,0,1,6,0,0,3
Richland Hills,Cities,TEXAS,8159,26,0,2,6,0,0,3
Richland Township,Cities,OHIO,4004,16,4,8,4,1,2,3
"Richland Township, Bucks County",Cities,PENNSYLVANIA,13176,26,1,1,6,0,2,4
"Richland Township, Cambria County",Cities,PENNSYLVANIA,12140,25,1,2,6,0,0,4
"Richland Township, Saginaw County",Cities,MICHIGAN,3961,19,3,6,4,0,1,3
Richlands,Cities,NORTH CAROLINA,5443,27,0,1,6,0,0,3
Richmond,Cities,CALIFORNIA,12248,27,0,1,6,0,0,4
Richmond Heights,Cities,MISSOURI,8466,27,0,1,6,0,0,3
Richmond Hill,Cities,GEORGIA,12520,26,1,1,6,0,0,4
Richton Park,Cities,ILLINOIS,13702,25,2,1,6,0,0,4
Richwood,Cities,TEXAS,3895,26,1,1,6,0,0,3
Ridge Farm,Cities,ILLINOIS,847,24,3,1,6,0,0,2
Ridge Spring,Cities,South Carolina,748,17,2,9,4,0,2,2
Ridgecrest,Cities,CALIFORNIA,29003,24,0,4,6,0,1,4
Ridgefield,Cities,NEW JERSEY,6852,27,0,1,6,0,0,3
Ridgefield Park,Cities,NEW JERSEY,13107,24,0,4,6,0,1,4
Ridgeland,Cities,SOUTH CAROLINA,3991,27,0,1,6,0,0,3
Ridgeley,Cities,West Virginia,637,6,1,21,1,0,5,2
Ridgely,Cities,MARYLAND,1690,27,0,1,6,0,0,3
Ridgetop,Cities,TENNESSEE,2021,27,0,1,6,0,0,3
Ridgewood,Cities,NEW JERSEY,25617,21,0,7,5,0,1,4
Ridgway,Cities,PENNSYLVANIA,3863,26,1,1,6,0,1,3
Ridley Park,Cities,PENNSYLVANIA,7041,26,1,1,6,0,1,3
Ridley Township,Cities,PENNSYLVANIA,31110,26,1,1,6,0,1,4
Riesel,Cities,TEXAS,1021,27,0,1,6,0,0,3
Rifle,Cities,Colorado,9613,14,0,14,3,0,0,3
Rigby,Cities,IDAHO,4040,27,0,1,6,0,0,3
Riley County Police Department,Metropolitan Counties,KANSAS,No Data,19,0,9,4,0,2,-1
Rincon,Cities,GEORGIA,9824,18,6,4,4,1,1,3
Rindge,Cities,NEW HAMPSHIRE,5822,27,0,1,6,0,0,3
Ringgold,Cities,GEORGIA,3652,24,3,1,6,0,0,3
Ringling,Cities,OKLAHOMA,996,27,0,1,6,0,0,2
Ringtown,Cities,PENNSYLVANIA,791,26,1,1,6,0,0,2
Ringwood,Cities,NEW JERSEY,12427,23,1,4,5,0,1,4
Rio,Cities,Wisconsin,1041,3,0,25,0,0,6,3
Rio Arriba,Nonmetropolitan Counties,NEW MEXICO,No Data,5,3,20,1,0,5,-1
Rio Blanco,Nonmetropolitan Counties,COLORADO,No Data,27,0,1,6,0,0,-1
Rio Bravo,Cities,Texas,4819,7,0,21,1,0,5,3
Rio Dell,Cities,CALIFORNIA,3390,27,0,1,6,0,0,3
Rio Grande,Nonmetropolitan Counties,COLORADO,839,27,0,1,6,0,0,2
Rio Grande City,Cities,TEXAS,14518,26,1,1,6,0,0,4
Rio Hondo,Cities,TEXAS,2453,27,0,1,6,0,0,3
Rio Vista,Cities,CALIFORNIA,8554,27,0,1,6,0,0,3
Ripley,Nonmetropolitan Counties,MISSOURI,3255,27,0,1,6,0,0,3
Ripon,Cities,CALIFORNIA,7694,26,0,2,6,0,0,3
Ripon Town,Cities,Wisconsin,1392,11,0,17,2,0,4,3
Risco,Cities,MISSOURI,325,23,0,5,5,0,1,2
Rising Star,Cities,TEXAS,826,21,2,5,5,0,1,2
Rising Sun,Cities,MARYLAND,2860,27,0,1,6,0,0,3
Risingsun,Cities,Ohio,615,5,3,20,1,0,5,2
Rison,Cities,ARKANSAS,1270,24,3,1,6,0,0,3
Ritchie,Nonmetropolitan Counties,WEST VIRGINIA,No Data,27,0,1,6,0,0,-1
Rittman,Cities,Ohio,6598,12,3,13,3,0,3,3
Ritzville,Cities,WASHINGTON,1663,26,0,2,6,0,0,3
River Bend,Cities,NORTH CAROLINA,3153,27,0,1,6,0,0,3
River Edge,Cities,NEW JERSEY,11671,23,0,5,5,0,1,4
River Falls,Cities,WISCONSIN,15314,22,0,6,5,0,1,4
River Forest,Cities,Illinois,11203,23,0,5,5,0,1,4
River Grove,Cities,ILLINOIS,10216,27,0,1,6,0,0,4
River Hills,Cities,WISCONSIN,1606,27,0,1,6,0,0,3
River Oaks,Cities,TEXAS,7782,27,0,1,6,0,0,3
River Rouge,Cities,MICHIGAN,7480,21,5,2,5,1,0,3
River Vale Township,Cities,NEW JERSEY,10053,26,0,2,6,0,0,4
Riverbank,Cities,CALIFORNIA,24401,26,0,2,6,0,0,4
Riverdale,Cities,GEORGIA,8699,27,0,1,6,0,0,3
Riverdale Park,Cities,MARYLAND,7373,27,0,1,6,0,0,3
Riverhead Town,Cities,NEW YORK,33818,24,3,1,6,0,0,4
Riverside,Cities,ALABAMA,1909,27,0,1,6,0,0,3
Riverside Township,Cities,NEW JERSEY,7980,22,0,6,5,0,1,3
Riverton,Cities,ILLINOIS,10905,27,0,1,6,0,0,4
Riverview,Cities,MISSOURI,2831,27,0,1,6,0,0,3
Riverwoods,Cities,ILLINOIS,3639,27,0,1,6,0,0,3
Riviera Beach,Cities,FLORIDA,33446,20,0,8,5,0,2,4
Roaming Shores Village,Cities,OHIO,1471,26,1,1,6,0,2,3
Roane,Nonmetropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Roanoke,Cities,VIRGINIA,99978,27,0,1,6,0,0,4
Roanoke County Police Department,Metropolitan Counties,VIRGINIA,No Data,22,0,6,5,0,1,-1
Roanoke Rapids,Cities,NORTH CAROLINA,15273,20,0,8,5,0,2,4
Roaring Brook Township,Cities,PENNSYLVANIA,1936,25,2,1,6,0,0,3
Roaring Creek Township,Cities,Pennsylvania,539,7,0,21,1,0,5,2
Roaring Spring,Cities,PENNSYLVANIA,2528,26,1,1,6,0,5,3
Robbins,Cities,NORTH CAROLINA,1195,27,0,1,6,0,0,3
Robbinsdale,Cities,MINNESOTA,14510,17,7,4,4,1,1,4
Robbinsville Township,Cities,NEW JERSEY,14209,19,1,8,4,0,2,4
Robersonville,Cities,NORTH CAROLINA,1412,27,0,1,6,0,0,3
Roberta,Cities,GEORGIA,1011,14,2,12,3,0,3,3
Roberts,Nonmetropolitan Counties,SOUTH DAKOTA,No Data,27,0,1,6,0,0,-1
Robertsdale,Cities,ALABAMA,5320,3,1,24,0,0,6,3
Robertson,Metropolitan Counties,TENNESSEE,No Data,27,0,1,6,0,0,-1
Robeson,Nonmetropolitan Counties,NORTH CAROLINA,No Data,27,0,1,6,0,0,-1
Robeson Township,Cities,PENNSYLVANIA,7387,26,1,1,6,0,0,3
Robinson,Cities,ILLINOIS,11674,27,0,1,6,0,0,4
"Robinson Township, Allegheny County",Cities,PENNSYLVANIA,13813,26,1,1,6,0,0,4
"Robinson Township, Washington County",Cities,PENNSYLVANIA,1901,23,4,1,5,1,0,3
Robstown,Cities,TEXAS,11596,27,0,1,6,0,0,4
Rochelle,Cities,ILLINOIS,1109,19,0,9,4,0,2,3
Rochelle Park Township,Cities,NEW JERSEY,5683,27,0,1,6,0,0,3
Rochester,Cities,MICHIGAN,3551,24,3,1,6,0,0,3
Rochester Hills,Cities,Michigan,73913,4,0,24,1,0,6,4
Rochester Township,Cities,PENNSYLVANIA,2726,26,1,1,6,0,6,3
Rock,Nonmetropolitan Counties,MINNESOTA,No Data,27,0,1,6,0,0,-1
Rock Falls,Cities,Illinois,9027,19,0,9,4,0,2,3
Rock Hall,Cities,MARYLAND,1302,27,0,1,6,0,0,3
Rock Hill,Cities,SOUTH CAROLINA,72589,27,0,1,6,0,0,4
Rock Island,Cities,ILLINOIS,No Data,27,0,1,6,0,0,-1
Rock Port,Cities,MISSOURI,1217,27,0,1,6,0,0,3
Rock Springs,Cities,WYOMING,24161,27,0,1,6,0,0,4
Rock Valley,Cities,Iowa,3762,7,0,21,1,0,5,3
Rockaway,Cities,NEW JERSEY,6471,26,1,1,6,0,5,3
Rockaway Beach,Cities,MISSOURI,1354,27,0,1,6,0,0,3
Rockaway Township,Cities,NEW JERSEY,24655,26,1,1,6,0,0,4
Rockbridge,Nonmetropolitan Counties,VIRGINIA,No Data,26,0,2,6,0,0,-1
Rockcastle,Nonmetropolitan Counties,KENTUCKY,No Data,27,0,1,6,0,0,-1
Rockdale,Metropolitan Counties,GEORGIA,5619,27,0,1,6,0,0,3
Rockford,Cities,ILLINOIS,1105,26,1,1,6,0,0,3
Rockingham,Metropolitan Counties,VIRGINIA,No Data,27,0,1,6,0,0,-1
Rockland,Cities,MAINE,No Data,25,2,1,6,0,0,-1
Rockledge,Cities,FLORIDA,2540,24,3,1,6,0,0,3
Rockleigh,Cities,NEW JERSEY,530,27,0,1,6,0,0,2
Rocklin,Cities,CALIFORNIA,62006,27,0,1,6,0,0,4
Rockmart,Cities,GEORGIA,4322,26,1,1,6,0,0,3
Rockport,Cities,MAINE,10725,27,0,1,6,0,0,4
Rockton,Cities,ILLINOIS,7494,27,0,1,6,0,0,3
Rockville Centre Village,Cities,NEW YORK,24229,26,0,2,6,0,0,4
Rockwall,Cities,TEXAS,No Data,27,0,1,6,0,0,-1
Rockwell,Cities,NORTH CAROLINA,2148,27,0,1,6,0,0,3
Rockwood,Cities,TENNESSEE,5400,27,0,1,6,0,0,3
Rocky Ford,Cities,COLORADO,3801,27,0,1,6,0,0,3
Rocky Hill,Cities,CONNECTICUT,20085,16,3,9,4,0,2,4
Rocky Mount,Cities,NORTH CAROLINA,4803,26,0,2,6,0,0,3
Rocky Ridge,Cities,Ohio,414,2,6,20,0,1,5,2
Rocky River,Cities,Ohio,20400,3,0,25,0,0,6,4
Rocky Top,Cities,Tennessee,1764,11,0,17,2,0,4,3
Roeland Park,Cities,KANSAS,6866,12,12,4,3,0,1,3
Roger Mills,Nonmetropolitan Counties,OKLAHOMA,No Data,26,0,2,6,0,0,-1
Rogers,Cities,ARKANSAS,8945,25,2,1,6,0,0,3
Rogers City,Cities,MICHIGAN,2692,27,0,1,6,0,0,3
Rogersville,Cities,ALABAMA,4374,27,0,1,6,0,0,3
Rogue River,Cities,OREGON,2246,27,0,1,6,0,0,3
Rohnert Park,Cities,CALIFORNIA,42723,20,0,8,5,0,2,4
Roland,Cities,OKLAHOMA,3604,27,0,1,6,0,0,3
Rolesville,Cities,NORTH CAROLINA,6962,27,0,1,6,0,0,3
