Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population3
,,,Talbot County,0,0,0,0,
,,,Washington County,0,0,0,0,
,,,Wicomico County,0,0,0,0,
,,,Worcester County,0,0,0,0,
,,Other Agencies,"Comptroller of the Treasury, Field Enforcement Division",0,0,0,0,
,,,"Department of Public Safety and Correctional Services, Internal Investigations Unit",0,0,0,0,
,,,General Services:,,,,,
,,,"Annapolis, Anne Arundel County",0,0,0,0,
,,,Baltimore City,0,0,0,0,
,,,Maryland-National Capital Park Police:,,,,,
,,,Montgomery County,0,0,0,0,
,,,Prince George's County,0,0,0,0,
,,,Natural Resources Police,0,0,0,0,
,,,Springfield Hospital,0,0,0,0,
,,,State Fire Marshal,0,0,0,0,
,,,Transit Administration,0,0,0,0,
,,,Transportation Authority,0,0,0,0,
,Massachusetts,Cities,Abington,0,0,0,0,16082
,,,Acushnet,0,0,0,0,10366
,,,Adams,0,0,0,0,8537
,,,Agawam,0,0,0,0,28611
,,,Aquinnah,0,0,0,0,313
,,,Arlington,0,0,0,0,43105
,,,Ashburnham,0,0,0,0,6118
,,,Ashby,0,0,0,0,3093
,,,Ashland,0,0,0,0,16694
,,,Athol,0,0,0,0,11655
,,,Attleboro,0,0,0,0,43859
,,,Auburn,0,0,0,0,16287
,,,Ayer,0,0,0,0,7472
,,,Barre,0,0,0,0,5431
,,,Bedford,0,0,0,0,13401
,,,Bellingham,0,0,0,0,16432
,,,Berkley,0,0,0,0,6450
,,,Berlin,0,0,0,0,2883
,,,Bernardston,0,0,0,0,2142
,,,Billerica,0,0,0,0,40488
,,,Blackstone,0,0,0,0,9081
,,,Bolton,0,0,0,,4927
,,,Bourne,0,0,0,0,19874
,,,Boxborough,0,0,0,0,5026
,,,Boxford,0,0,0,0,8014
,,,Boylston,0,0,0,0,4382
,,,Braintree,0,0,0,0,35962
,,,Burlington,0,0,0,0,24647
,,,Canton,0,0,0,0,21692
,,,Carlisle,0,0,0,0,4882
,,,Carver,0,0,0,0,11579
,,,Charlton,0,0,0,0,13060
,,,Chicopee,0,0,0,0,55635
,,,Chilmark,0,0,0,0,871
,,,Clinton,0,0,,,13689
,,,Cohasset,0,0,0,0,7588
,,,Concord,0,0,0,0,17776
,,,Dalton,0,0,0,0,6797
,,,Dedham,0,0,0,0,24880
,,,Deerfield,0,0,0,0,5156
,,,Dover,0,0,0,0,5623
,,,Dracut,0,0,0,0,29637
,,,Dudley,0,0,0,0,11459
,,,Duxbury,0,0,0,0,15151
,,,East Bridgewater,0,0,0,0,13878
,,,East Brookfield,0,0,0,0,2196
,,,Eastham,0,0,0,0,4986
,,,Easthampton,0,0,0,0,16151
,,,Easton,0,0,0,0,23253
,,,Erving,0,0,0,0,1811
,,,Fairhaven,0,0,0,0,15970
,,,Fall River,0,0,0,0,89399
,,,Falmouth,0,0,0,0,31723
,,,Fitchburg,0,0,0,0,40564
,,,Franklin,0,0,0,0,31828
,,,Freetown,0,0,0,0,8924
,,,Georgetown,0,0,0,0,8233
,,,Gill,0,0,0,0,1509
,,,Gloucester,0,0,0,0,28964
,,,Goshen,0,0,0,0,1060
,,,Grafton,0,0,0,0,17873
,,,Granby,0,0,0,0,6278
,,,Groton,0,0,0,0,10711
,,,Groveland,0,0,0,0,6498
,,,Hadley,0,0,0,0,5282
,,,Halifax,0,0,0,0,7564
,,,Hamilton,0,0,0,0,7811
,,,Hampden,0,0,0,0,5170
,,,Hanover,0,0,0,0,13964
,,,Hanson,0,0,0,0,10271
,,,Hardwick,0,0,0,0,3008
,,,Harvard,0,0,0,0,6560
,,,Harwich,0,0,0,0,12318
,,,Hatfield,0,0,0,0,3299
,,,Haverhill,0,0,0,0,61250
,,,Hingham,0,0,0,0,22292
,,,Holden,0,0,0,0,17452
,,,Holyoke,0,0,0,0,40123
,,,Hopedale,0,0,0,0,5947
,,,Hopkinton,0,0,0,0,15016
,,,Hubbardston,0,0,0,0,4409
,,,Hudson,0,0,0,0,19179
,,,Hull,0,0,0,0,10356
,,,Ipswich,0,0,0,0,13255
,,,Kingston,0,0,0,0,12706
,,,Lancaster,0,0,0,0,8104
,,,Lee,0,0,0,0,5979
,,,Leicester,0,0,0,0,11037
,,,Lenox,0,0,0,0,5056
,,,Leverett,0,0,0,0,1862
,,,Lexington,0,0,0,0,31585
,,,Littleton,0,0,0,0,8978
,,,Longmeadow,0,0,0,0,15880
,,,Ludlow,0,0,0,0,21232
,,,Lunenburg,0,0,0,0,10147
,,,Lynnfield,0,0,0,0,11667
,,,Malden,0,0,0,0,59812
,,,Manchester-by-the-Sea,0,0,0,0,5167
,,,Mansfield,0,0,0,0,23325
,,,Marblehead,0,0,0,0,19929
,,,Marion,0,0,0,0,4937
,,,Marshfield,0,0,0,0,25285
,,,Mashpee,0,0,0,0,14091
,,,Mattapoisett,0,0,0,0,6082
,,,Maynard,0,0,0,0,10168
,,,Medfield,0,0,0,0,12097
,,,Medway,0,0,0,0,12830
,,,Melrose,0,0,0,0,27147
,,,Mendon,0,0,0,0,5875
,,,Merrimac,0,0,0,,6377
,,,Middleboro,0,0,0,0,23257
,,,Middleton,0,0,0,0,9042
,,,Millbury,0,0,0,0,13342
,,,Millville,0,0,0,0,3209
,,,Monson,0,0,0,0,8612
,,,Montague,0,0,0,0,8488
,,,Monterey,0,0,0,0,967
,,,Nahant,0,0,0,0,3431
,,,Nantucket,0,0,0,0,10234
,,,Needham,0,0,0,0,29060
,,,Newbury,0,0,0,0,6707
,,,Newburyport,0,0,0,0,17522
,,,New Salem,0,0,0,0,996
,,,Norfolk,0,0,0,0,11295
,,,North Andover,0,0,0,0,28525
,,,North Attleboro,0,0,0,0,28887
,,,Northborough,0,0,0,0,14241
,,,Northbridge,0,0,0,0,15803
,,,North Brookfield,0,0,0,0,4709
,,,North Reading,0,0,0,0,14983
,,,Norwood,0,0,0,0,28776
,,,Oak Bluffs,0,0,0,0,4555
,,,Oakham,0,0,0,0,1914
,,,Orange,0,0,0,0,7887
,,,Orleans,0,0,0,0,5926
,,,Oxford,0,0,0,0,13793
,,,Palmer,0,0,0,0,12214
,,,Paxton,0,0,0,0,4835
,,,Peabody,0,0,0,0,51563
,,,Pembroke,0,0,0,0,17946
,,,Pepperell,0,0,0,0,11567
,,,Pittsfield,0,0,0,0,45010
,,,Plainville,0,0,0,0,8314
,,,Plympton,0,0,0,0,2837
,,,Princeton,0,0,0,0,3434
,,,Quincy,0,0,0,0,92834
,,,Raynham,0,0,0,0,13465
,,,Reading,0,0,0,0,24898
,,,Rehoboth,0,0,0,0,11679
,,,Rochester,0,0,0,0,5264
,,,Rockport,0,0,0,0,6994
,,,Rowley,0,0,0,0,5892
,,,Royalston,0,0,,,1266
,,,Salisbury,0,0,0,0,8333
,,,Sandwich,0,0,0,0,20801
,,,Scituate,0,0,0,0,18244
,,,Seekonk,0,0,0,0,13806
,,,Sharon,0,0,0,0,17719
,,,Shelburne,0,0,0,,1905
,,,Sherborn,0,0,0,0,4144
,,,Shirley,0,0,0,0,7255
,,,Shrewsbury,0,0,0,0,35825
,,,Southampton,0,0,0,0,5827
,,,Southborough,0,0,0,0,9827
,,,Southbridge,0,0,0,0,16821
,,,South Hadley,0,0,0,0,17621
,,,Southwick,0,0,0,0,9560
,,,Sterling,0,0,0,0,7856
,,,Stockbridge,0,0,0,0,1959
,,,Stow,0,0,0,0,6630
,,,Sturbridge,0,0,0,0,9324
,,,Sudbury,0,0,0,0,17767
,,,Sutton,0,0,0,0,9018
,,,Swampscott,0,0,0,0,13871
,,,Swansea,0,0,0,0,15962
,,,Templeton,0,0,0,0,8062
,,,Tewksbury,0,0,0,0,29138
,,,Tisbury,0,0,0,0,3973
,,,Topsfield,0,0,0,0,6122
,,,Townsend,0,0,0,0,8980
,,,Truro,0,0,0,0,2015
,,,Tyngsboro,0,0,0,0,11361
,,,Uxbridge,0,0,0,0,13539
,,,Wakefield,0,0,0,0,25084
,,,Wales,0,0,0,0,1849
,,,Walpole,0,0,0,0,24217
,,,Waltham,0,0,0,0,61002
,,,Ware,0,0,0,0,9932
,,,Wareham,0,0,0,0,21955
,,,Warren,0,0,0,,5166
,,,Watertown,0,0,0,0,32110
,,,Webster,0,0,0,0,16869
,,,Wellesley,0,0,0,0,28153
,,,Wellfleet,0,0,0,0,2767
,,,Wenham,0,0,0,0,4905
,,,Westborough,0,0,0,0,18383
,,,West Boylston,0,0,0,0,7716
,,,West Bridgewater,0,0,0,0,6958
,,,Westford,0,0,0,0,22085
,,,Westminster,0,0,0,0,7321
,,,West Newbury,0,0,0,0,4261
,,,Weston,0,0,0,0,11330
,,,Westport,0,0,0,0,15627
,,,West Springfield,0,0,0,0,28564
,,,West Tisbury,0,0,0,0,2757
,,,Westwood,0,0,0,0,14707
,,,Weymouth,0,0,0,0,54071
,,,Whately,0,0,0,0,1505
,,,Williamsburg,0,0,,,2497
,,,Winchendon,0,0,0,0,10363
,,,Winchester,0,0,0,0,21504
,,,Winthrop,0,0,0,0,17604
,,,Woburn,0,0,0,0,38352
,,,Wrentham,0,0,0,0,11022
,,,Yarmouth,0,0,0,0,23939
,,Universities and Colleges,Assumption College,0,0,0,0,2764
,,,Bentley University,,0,,,5684
,,,Bridgewater State College,0,0,0,0,11201
,,,Bunker Hill Community College,0,0,0,0,12271
,,,Fitchburg State College,,,0,0,6771
,,,Holyoke Community College,0,0,0,0,7404
,,,Massachusetts College of Liberal Arts,0,0,0,0,1974
,,,Mount Holyoke College,0,0,0,0,2344
,,,Salem State University,0,0,0,0,9993
,,,Smith College,0,0,0,0,3113
,,,Wellesley College,0,,,,2546
,,,Westfield State University,0,0,0,0,5885
,,,Worcester Polytechnic Institute,0,0,0,0,5360
,Michigan,Cities,Allegan,0,0,0,0,4994
,,,Alma,0,0,,,9376
,,,Almont,0,0,0,0,2672
,,,Alpena,0,0,0,0,10475
,,,Argentine Township,0,0,0,0,6908
,,,Armada,0,0,0,0,1729
,,,Auburn,0,0,0,0,2085
,,,Au Gres-Sims,0,0,0,0,1982
,,,Augusta,0,,0,,884
,,,Bad Axe,0,0,0,0,3127
,,,Bancroft,0,0,0,0,545
,,,Bangor,0,0,0,0,1884
,,,Baroda-Lake Township,0,0,0,0,3842
,,,Barryton,0,0,0,,355
,,,Barry Township,0,0,0,0,3375
,,,Bath Township,0,0,,,11589
,,,Beaverton,0,0,,,1070
,,,Belding,0,0,0,0,5753
,,,Bellaire,0,0,0,0,1085
,,,Belleville,0,0,0,0,3988
,,,Bellevue,0,0,0,0,1281
,,,Benton Harbor,,0,0,,10030
,,,Benton Township,0,,,0,14738
,,,Berkley,0,0,0,0,14959
,,,Beverly Hills,0,0,0,0,10259
,,,Big Rapids,0,0,0,0,10593
,,,Birch Run,0,0,0,0,1554
,,,Blackman Township,0,0,0,0,37830
,,,Blissfield,0,0,0,0,3337
,,,Bloomfield Hills,0,0,0,0,3866
,,,Breckenridge,0,0,0,0,1327
,,,Bridgeport Township,0,0,0,0,10506
,,,Bridgman,0,0,0,0,2289
,,,Brighton,0,0,0,0,7438
,,,Bronson,0,0,0,0,2347
,,,Brown City,0,0,0,0,1324
,,,Brownstown Township,0,0,0,0,30604
,,,Buchanan,0,,0,,4453
,,,Burr Oak,0,0,0,0,827
,,,Burton,0,0,0,0,29976
,,,Calumet,0,0,0,0,725
,,,Cambridge Township,0,0,0,0,5729
,,,Capac,0,0,0,0,1889
,,,Carleton,0,0,0,0,2343
,,,Carrollton Township,0,0,0,0,6098
,,,Caseville,0,0,0,0,776
,,,Cass City,0,0,0,0,2426
,,,Cassopolis,0,0,0,0,1773
,,,Cedar Springs,0,0,0,0,3506
,,,Center Line,0,0,0,0,8251
,,,Central Lake,0,0,0,0,951
,,,Charlevoix,0,0,0,0,2511
,,,Charlotte,0,0,0,0,9067
,,,Cheboygan,0,0,0,0,4863
,,,Chesaning,0,0,0,0,2392
,,,Chocolay Township,0,0,0,0,5899
,,,Clare,0,0,0,0,3116
,,,Clay Township,0,0,0,0,9059
,,,Clinton,0,0,0,0,2334
,,,Clio,0,0,0,0,2644
,,,Coleman,0,0,0,0,1242
,,,Coloma Township,0,0,0,0,6498
,,,Colon,0,0,0,0,1172
,,,Columbia Township,0,0,0,0,7414
,,,Concord,0,0,0,0,1049
,,,Constantine,0,0,,,2074
,,,Corunna,0,0,0,0,3494
,,,Covert Township,0,0,0,0,2886
,,,Crystal Falls,0,0,0,0,1468
,,,Davison,0,0,0,0,5169
,,,Decatur,0,0,0,0,1818
,,,Denton Township,0,0,0,0,5553
,,,Dewitt,0,0,0,0,4504
,,,Dewitt Township,0,0,,,14310
,,,Dryden Township,0,0,0,0,4764
,,,East Grand Rapids,0,0,0,0,10686
,,,East Jordan,0,0,0,0,2349
,,,Eaton Rapids,0,0,0,0,5210
,,,Ecorse,0,0,0,,9505
,,,Elk Rapids,0,0,0,0,1641
,,,Elkton,0,0,0,0,807
,,,Elsie,0,0,0,0,965
,,,Escanaba,0,0,0,0,12606
,,,Essexville,0,0,0,0,3475
,,,Evart,0,0,0,0,1902
,,,Fair Haven Township,0,0,0,0,1106
,,,Fenton,0,0,0,0,11747
,,,Ferndale,0,0,0,0,19885
,,,Flushing,0,0,0,0,8383
,,,Fowlerville,0,0,0,0,2884
,,,Frankenmuth,0,0,0,0,4940
,,,Frankfort,0,0,0,0,1285
,,,Franklin,0,0,0,0,3148
,,,Frost Township,0,0,0,0,1046
,,,Fruitport,0,0,0,0,1092
,,,Gaines,0,0,0,0,380
,,,Galesburg,0,0,,0,2007
,,,Garden City,0,0,0,0,27671
,,,Gaylord,0,0,0,0,3642
,,,Genesee Township,0,0,0,0,21565
,,,Gerrish Township,0,0,0,0,2991
,,,Gladstone,0,0,0,0,4969
,,,Gladwin,0,0,0,0,2931
,,,Grand Beach,,0,0,0,272
,,,Grand Ledge,0,0,0,0,7780
,,,Grandville,0,0,0,0,15366
,,,Grant,0,0,0,0,893
,,,Green Oak Township,0,0,0,0,17463
,,,Greenville,0,0,0,0,8475
,,,Grosse Ile Township,0,0,0,0,10363
,,,Grosse Pointe,0,0,0,0,5417
,,,Grosse Pointe Shores,0,0,0,0,3006
,,,Hampton Township,0,0,0,0,9645
,,,Harbor Beach,0,0,0,0,1702
,,,Harbor Springs,0,0,0,0,1193
,,,Hart,0,0,0,0,2124
,,,Hartford,0,0,0,0,2686
,,,Hastings,0,0,0,0,7344
,,,Hazel Park,0,0,0,0,16410
,,,Hillsdale,0,0,0,0,8299
,,,Howard City,0,0,0,0,1807
,,,Howell,0,0,0,0,9482
,,,Huntington Woods,0,0,0,0,6233
,,,Huron Township,0,0,0,0,15867
,,,Imlay City,0,0,0,0,3594
,,,Ionia,0,0,0,0,11385
,,,Iron River,0,0,0,0,3027
,,,Ishpeming,0,0,0,0,6465
,,,Ishpeming Township,0,0,0,0,3510
,,,Jonesville,0,0,0,0,2256
,,,Kalamazoo,0,0,0,0,74206
,,,Kalkaska,0,0,0,0,2018
,,,Kingston,0,0,0,0,440
,,,Kinross Township,0,0,0,0,7555
,,,Lake Angelus,0,0,0,0,290
,,,Lake Linden,0,0,0,0,1006
,,,Lake Odessa,0,0,0,0,2016
,,,Lake Orion,0,0,0,0,2971
,,,Lakeview,0,0,0,0,1006
,,,Lansing,0,0,0,0,114211
,,,Lapeer,0,0,0,0,8834
,,,Lapeer Township,0,0,0,0,5052
,,,Lathrup Village,0,0,0,0,4072
,,,Laurium,0,0,0,0,1976
,,,Lennon,0,0,,,511
,,,Leslie,0,0,0,0,1850
,,,Lexington,0,0,,,1177
,,,Lincoln Park,0,0,0,0,38115
,,,Linden,0,0,0,0,3988
,,,Litchfield,0,0,0,0,1368
,,,Lowell,0,0,0,0,3780
,,,Ludington,0,,,,8070
,,,Luna Pier,0,0,0,0,1435
,,,Mackinaw City,0,0,0,0,805
,,,Madison Township,0,0,0,0,8614
,,,Mancelona,0,0,0,0,1389
,,,Manistique,0,0,0,0,3095
,,,Marenisco Township,0,0,0,0,1726
,,,Marion,0,,,,871
,,,Marquette,0,0,0,0,21339
,,,Mattawan,0,0,0,0,1995
,,,Mayville,0,0,0,0,949
,,,Mendon,0,0,0,0,869
,,,Metamora Township,0,0,0,0,4246
,,,Milan,0,0,0,0,5832
,,,Montague,0,0,0,0,2359
,,,Montrose Township,0,0,0,0,7875
,,,Mount Morris,0,0,0,0,3084
,,,Mount Morris Township,0,0,0,0,21485
,,,Mount Pleasant,0,0,0,0,25996
,,,Mundy Township,0,0,0,0,15071
,,,Munising,0,0,0,0,2353
,,,Muskegon,0,0,0,0,38372
,,,Muskegon Heights,0,0,0,0,10848
,,,Muskegon Township,0,0,0,0,17827
,,,Napoleon Township,0,0,0,0,6771
,,,Nashville,0,0,0,0,1627
,,,Negaunee,0,0,0,0,4565
,,,Newaygo,0,0,0,0,1975
,,,New Era,0,0,0,0,451
,,,New Haven,0,0,0,0,4638
,,,Niles,0,0,0,0,11591
,,,North Branch,0,0,0,0,1032
,,,Northfield Township,0,0,0,0,8239
,,,North Muskegon,0,0,0,0,3783
,,,Northville,0,0,0,0,5965
,,,Novi,0,0,0,0,55182
,,,Olivet,0,0,0,0,1604
,,,Oscoda Township,0,0,0,0,6992
,,,Otsego,0,0,0,0,3953
,,,Ovid,0,0,0,0,1602
,,,Owendale,0,0,0,0,241
,,,Oxford,0,0,0,0,3433
,,,Parchment,0,0,0,0,1803
,,,Petoskey,0,0,0,0,5666
,,,Pinconning,0,0,0,0,1306
,,,Plainwell,0,0,0,0,3801
,,,Pleasant Ridge,0,0,0,0,2524
,,,Plymouth,0,0,0,0,9125
,,,Portage,0,0,0,0,46257
,,,Port Austin,0,0,0,0,663
,,,Port Huron,0,0,0,0,30161
,,,Port Sanilac,0,0,0,0,623
,,,Potterville,0,0,0,0,2615
,,,Prairieville Township,0,0,0,0,3401
,,,Raisin Township,0,0,0,0,7553
,,,Reading,0,0,0,0,1077
,,,"Richfield Township, Genesee County",0,0,0,0,8723
,,,"Richfield Township, Roscommon County",0,0,0,0,3728
,,,Richland,0,0,0,0,750
,,,"Richland Township, Saginaw County",0,,,,4141
,,,River Rouge,0,,,,7897
,,,Riverview,0,0,0,0,12477
,,,Rockford,0,0,0,0,5715
,,,Rockwood,0,0,0,0,3287
,,,Rogers City,0,0,0,0,2825
,,,Romulus,0,0,0,0,23971
,,,Roosevelt Park,0,0,0,0,3828
,,,Rothbury,0,0,0,0,432
,,,Royal Oak,0,0,0,0,57193
,,,Sand Lake,0,0,0,0,500
,,,Sebewaing,0,0,0,0,1758
,,,Shepherd,0,0,0,0,1514
,,,Somerset Township,0,0,0,0,4620
,,,Southgate,0,0,0,0,30024
,,,South Haven,0,0,0,0,4400
,,,South Rockwood,0,0,0,0,1674
,,,Sparta,0,0,0,0,4137
,,,Spaulding Township,0,0,0,0,2151
,,,Spring Arbor Township,0,0,0,0,8261
,,,Springfield,0,0,0,0,5256
,,,Spring Lake-Ferrysburg,0,0,0,0,5211
,,,Standish,0,0,0,0,1508
,,,St. Charles,0,0,0,0,2052
,,,St. Clair,0,0,0,0,5481
,,,St. Ignace,0,0,,,2450
,,,St. Johns,0,0,0,0,7859
,,,St. Joseph Township,0,0,0,0,10020
,,,St. Louis,0,0,0,0,7476
,,,Stockbridge,0,0,0,0,1217
,,,Sturgis,0,0,0,0,10986
,,,Sumpter Township,0,0,0,0,9542
,,,Suttons Bay,0,0,0,0,618
,,,Swartz Creek,0,0,0,0,5754
,,,Sylvan Lake,0,0,0,0,1719
,,,Tawas,0,0,0,0,4632
,,,Thomas Township,0,0,0,0,11976
,,,Three Rivers,0,0,0,0,7805
,,,Tittabawassee Township,0,0,0,0,9719
,,,Tuscarora Township,0,0,0,0,3036
,,,Unadilla Township,0,0,0,0,3363
,,,Vassar,0,0,0,0,2695
,,,Vernon,0,0,0,0,782
,,,Vicksburg,0,0,0,0,2904
,,,Walker,0,0,0,0,23519
,,,Walled Lake,0,0,0,0,6994
,,,Watervliet,0,0,0,0,1734
,,,Wayne,0,0,0,0,17580
,,,West Branch,0,0,0,0,2137
,,,Whitehall,0,0,0,0,2704
,,,White Lake Township,0,0,0,0,29996
,,,White Pigeon,0,0,0,0,1521
,,,Williamston,0,0,0,0,3851
,,,Woodhaven,0,0,0,0,12865
,,,Woodland Township,0,0,0,0,2045
,,,Wyandotte,0,0,0,0,25863
,,,Zeeland,0,0,0,0,5500
,,,Zilwaukee,0,0,0,0,1657
,,Universities and Colleges,Central Michigan University,0,0,0,0,28292
,,,Delta College,0,0,0,0,11572
,,,Ferris State University,0,0,0,0,14381
,,,Grand Valley State University,0,0,0,0,24541
,,,Lansing Community College,0,0,0,0,21969
,,,Macomb Community College,0,0,0,0,24468
,,,Michigan Technological University,0,0,0,0,6971
,,,Mott Community College,0,0,,,11850
,,,Northern Michigan University,0,0,0,0,9417
,,,Oakland University,0,0,0,0,19053
,,,Saginaw Valley State University,0,0,0,0,10656
,,,"University of Michigan, Dearborn",0,0,0,0,8599
,,Metropolitan Counties,Barry,0,0,0,0,
,,,Bay,0,0,0,0,
,,,Berrien,0,0,0,0,
,,,Cass,0,0,0,0,
,,,Clinton,0,0,0,0,
,,,Genesee,0,0,0,0,
,,,Ingham,0,0,0,0,
,,,Ionia,0,0,0,0,
,,,Kalamazoo,0,0,0,0,
,,,Lapeer,0,0,0,0,
,,,Livingston,0,0,0,0,
,,,Newaygo,0,0,0,0,
,,,Saginaw,0,0,0,0,
,,Nonmetropolitan Counties,Alcona,0,0,0,0,
,,,Alger,0,0,0,0,
,,,Allegan,0,0,0,0,
,,,Alpena,0,0,0,0,
,,,Antrim,0,0,0,0,
,,,Arenac,0,0,0,0,
,,,Baraga,0,0,0,0,
,,,Branch,0,0,0,0,
,,,Charlevoix,0,0,0,0,
,,,Cheboygan,0,0,0,0,
,,,Chippewa,0,0,0,0,
,,,Clare,0,0,0,0,
,,,Crawford,0,0,0,0,
,,,Delta,0,0,0,0,
,,,Emmet,0,0,0,0,
,,,Gladwin,0,0,0,0,
,,,Gogebic,,,,0,
,,,Gratiot,0,0,0,0,
,,,Hillsdale,0,0,0,0,
,,,Houghton,0,0,0,0,
,,,Huron,0,0,0,0,
,,,Iosco,0,0,0,0,
,,,Iron,0,0,0,0,
,,,Isabella,0,0,0,0,
,,,Kalkaska,0,0,0,0,
,,,Lake,0,0,0,0,
,,,Lenawee,0,0,0,0,
,,,Luce,0,0,0,0,
,,,Mackinac,0,0,0,0,
,,,Marquette,0,0,0,0,
,,,Mason,0,,,,
,,,Mecosta,0,0,0,0,
,,,Menominee,0,,,,
,,,Midland,0,0,0,0,
,,,Missaukee,0,0,0,0,
,,,Montmorency,0,0,0,0,
,,,Oceana,0,0,0,0,
,,,Osceola,0,0,0,0,
,,,Oscoda,0,0,0,0,
,,,Otsego,0,0,0,0,
,,,Roscommon,0,0,0,0,
,,,Sanilac,0,0,0,0,
,,,Schoolcraft,0,0,0,0,
,,,Shiawassee,0,0,0,0,
,,,St. Joseph,0,0,0,0,
,,,Wexford,0,0,0,0,
,,State Police Agencies,State Police:,,,,,
,,,Alcona County,0,0,0,0,
,,,Alger County,0,0,0,0,
,,,Allegan County,0,0,0,0,
,,,Alpena County,0,0,0,0,
,,,Antrim County,0,0,0,0,
,,,Arenac County,0,0,0,0,
,,,Baraga County,0,0,0,0,
,,,Barry County,0,0,0,0,
,,,Bay County,0,0,0,0,
,,,Benzie County,0,0,0,0,
,,,Berrien County,0,0,0,0,
,,,Branch County,0,0,0,0,
,,,Calhoun County,0,0,0,0,
,,,Cass County,0,0,0,0,
,,,Charlevoix County,0,0,0,0,
,,,Cheboygan County,0,0,0,0,
,,,Chippewa County,0,0,0,0,
,,,Clare County,0,0,0,0,
,,,Clinton County,0,0,0,0,
,,,Crawford County,0,0,0,0,
,,,Delta County,0,0,0,0,
,,,Dickinson County,0,0,0,0,
,,,Eaton County,0,0,0,0,
,,,Emmet County,0,0,0,0,
,,,Genesee County,0,0,0,0,
,,,Gladwin County,0,0,0,0,
,,,Gogebic County,0,0,0,0,
,,,Grand Traverse County,0,0,0,0,
,,,Gratiot County,0,0,0,0,
,,,Hillsdale County,0,0,0,0,
,,,Houghton County,0,0,0,0,
,,,Huron County,0,0,0,0,
,,,Ingham County,0,0,0,0,
,,,Ionia County,0,0,0,0,
,,,Iosco County,0,0,0,0,
,,,Iron County,0,0,0,0,
,,,Isabella County,0,0,0,0,
,,,Jackson County,0,0,0,0,
,,,Kalamazoo County,0,0,0,0,
,,,Kalkaska County,0,0,0,0,
,,,Kent County,0,0,0,0,
,,,Keweenaw County,0,0,0,0,
,,,Lake County,0,0,0,0,
,,,Lapeer County,0,0,0,0,
,,,Leelanau County,0,0,0,0,
,,,Lenawee County,0,0,0,0,
,,,Livingston County,0,0,0,0,
,,,Luce County,0,0,0,0,
,,,Mackinac County,0,0,0,0,
,,,Macomb County,0,0,0,0,
,,,Manistee County,0,0,0,0,
,,,Marquette County,0,0,0,0,
,,,Mason County,0,0,0,0,
,,,Mecosta County,0,0,0,0,
,,,Menominee County,0,0,0,0,
,,,Midland County,0,0,0,0,
,,,Missaukee County,0,0,0,0,
,,,Monroe County,0,0,0,0,
,,,Montcalm County,0,0,0,0,
,,,Montmorency County,0,0,0,0,
,,,Muskegon County,0,0,0,0,
,,,Newaygo County,0,0,0,0,
,,,Oakland County,0,0,0,0,
,,,Oceana County,0,0,0,0,
,,,Ogemaw County,0,0,0,0,
,,,Ontonagon County,0,0,0,0,
,,,Osceola County,0,0,0,0,
,,,Oscoda County,0,0,0,0,
,,,Otsego County,0,0,0,0,
,,,Ottawa County,0,0,0,0,
,,,Presque Isle County,0,0,0,0,
,,,Roscommon County,0,0,0,0,
,,,Sanilac County,0,0,0,0,
,,,Schoolcraft County,0,0,0,0,
,,,Shiawassee County,0,0,0,0,
,,,St. Clair County,0,0,0,0,
,,,St. Joseph County,0,0,0,0,
,,,Tuscola County,0,0,0,0,
,,,Washtenaw County,0,0,0,0,
,,,Wayne County,0,0,0,0,
,,,Wexford County,0,0,0,0,
,,Other Agencies,Bishop International Airport,0,0,0,0,
,,,Capitol Region Airport Authority,0,0,0,0,
,,,Gerald R. Ford International Airport,0,0,0,0,
,,,Huron-Clinton Metropolitan Authority:,,,,,
,,,Hudson Mills Metropark,,0,0,0,
,,,Kensington Metropark,0,0,0,0,
,,,Lower Huron Metropark,0,0,0,0,
,,,Wayne County Airport,0,0,0,0,
,Minnesota,Cities,Alexandria,,0,0,0,11155
,,,Annandale,,,,0,3253
,,,Anoka,,,,0,17274
,,,Appleton,,,,0,1423
,,,Apple Valley,0,,,0,49463
,,,Arden Hills,0,,,0,9626
,,,Baxter,,,,0,7669
,,,Bayport,,,,0,3498
,,,Becker,,,,0,4573
,,,Belle Plaine,0,0,0,0,6712
,,,Bloomington,0,0,0,0,83533
,,,Buffalo,,,,0,15572
,,,Cambridge,,,,0,8174
,,,Cannon Falls,,0,0,,4115
,,,Champlin,,0,0,0,23267
,,,Chisholm,,,,0,5014
,,,Crookston,0,,,,7952
,,,Dawson,0,0,0,0,1552
,,,Deephaven-Woodland,,,,0,4110
,,,Dilworth,,0,0,0,4055
,,,Duluth,0,0,,,86931
,,,Eagan,,,,0,64702
,,,Eagle Lake,,0,,0,2441
,,,Ely,,,,0,3487
,,,Eveleth,,0,0,0,3747
,,,Falcon Heights,0,,,0,5362
,,,Farmington,0,0,,0,21249
,,,Fergus Falls,0,0,0,0,13239
,,,Forest Lake,0,0,0,0,18517
,,,Glencoe,0,,,,5674
,,,Glenwood,,,,0,2584
,,,Golden Valley,,,,0,20528
,,,Goodview,,0,0,0,4067
,,,Grand Rapids,,,,0,10953
,,,Hopkins,0,0,0,0,17727
,,,Houston,,,,0,987
,,,Inver Grove Heights,0,0,0,,34141
