year,state,agencyType,agencyName,q01,q02,q03,q04,population,lookatMe,
, Nan, Nan,Sussex County,0,0,1,0, Nan, Nan,
,District of Columbia,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Washington,19,21,20,10,646449, Nan,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Metro Transit Police,0,0,2,0, Nan, Nan,
,Florida,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Delray Beach,0,1,0,0,62887, Nan,
, Nan, Nan,Gainesville,0,0,0,3,126589, Nan,
, Nan, Nan,Hallandale,0,1,0,2,38710, Nan,
, Nan, Nan,Homestead,2,1,0,0,64024, Nan,
, Nan, Nan,Jacksonville,3,1,1,0,845745, Nan,
, Nan, Nan,Jupiter,1,1,0,0,57826, Nan,
, Nan, Nan,Lake Alfred,0,1,0,0,5148, Nan,
, Nan, Nan,Largo,0,1,0,0,77913, Nan,
, Nan, Nan,Melbourne,1,0,0,1,77277, Nan,
, Nan, Nan,Miramar,0,1,0,0,130926, Nan,
, Nan, Nan,North Miami,3,1,0,2,61120, Nan,
, Nan, Nan,North Miami Beach,1,0,0,0,43417, Nan,
, Nan, Nan,North Port,0,1,0,0,58699, Nan,
, Nan, Nan,Orlando,2,0,0,0,253238, Nan,
, Nan, Nan,Palm Bay,0,0,0,2,104391, Nan,
, Nan, Nan,Panama City,0,2,0,0,36358, Nan,
, Nan, Nan,Pembroke Pines,0,0,1,0,162064, Nan,
, Nan, Nan,Pensacola,0,1,0,0,52454, Nan,
, Nan, Nan,Pompano Beach,0,0,0,3,103971, Nan,
, Nan, Nan,Port St. Lucie,1,0,0,0,169877, Nan,
, Nan, Nan,Sanford,0,0,1,0,54972, Nan,
, Nan, Nan,St. Petersburg,0,1,0,0,247084, Nan,
, Nan, Nan,Sunrise,1,0,0,0,90274, Nan,
, Nan, Nan,Tallahassee,0,1,0,0,188714, Nan,
, Nan, Nan,Venice,2,0,0,0,21151, Nan,
, Nan, Nan,Weston,0,0,0,1,68369, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Alachua,1,0,0,0, Nan, Nan,
, Nan, Nan,Brevard,0,0,1,0, Nan, Nan,
, Nan, Nan,Charlotte,0,0,0,1, Nan, Nan,
, Nan, Nan,Clay,0,0,0,1, Nan, Nan,
, Nan, Nan,Collier,0,0,0,1, Nan, Nan,
, Nan, Nan,Flagler,2,0,0,0, Nan, Nan,
, Nan, Nan,Hillsborough,0,1,0,0, Nan, Nan,
, Nan, Nan,Lake,0,1,0,0, Nan, Nan,
, Nan, Nan,Manatee,0,0,1,0, Nan, Nan,
, Nan, Nan,Orange,6,2,0,2, Nan, Nan,
, Nan, Nan,Osceola,1,0,1,0, Nan, Nan,
, Nan, Nan,Palm Beach,1,0,0,0, Nan, Nan,
, Nan, Nan,Pasco,1,0,0,0, Nan, Nan,
, Nan, Nan,Santa Rosa,1,0,0,0, Nan, Nan,
, Nan, Nan,Volusia,0,1,0,1, Nan, Nan,
,Georgia,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Atlanta,8,11,2,0,451020, Nan,
, Nan, Nan,Conyers,0,0,0,1,15465, Nan,
, Nan, Nan,Villa Rica,1,0,0,0,14307, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Kennesaw State University,1,0,0,1,24604, Nan,
, Nan, Nan,University of Georgia,1,0,0,3,34519, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Cobb County Police Department,1,12,8,6, Nan, Nan,
, Nan, Nan,Henry County Police Department,0,1,0,0, Nan, Nan,
,Idaho,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Boise,2,0,7,4,214330, Nan,
, Nan, Nan,Caldwell,1,0,0,0,48069, Nan,
, Nan, Nan,Chubbuck,0,0,0,3,14224, Nan,
, Nan, Nan,Coeur d'Alene,0,1,0,1,46023, Nan,
, Nan, Nan,Hailey,0,0,1,0,7915, Nan,
, Nan, Nan,Montpelier,0,0,1,0,2520, Nan,
, Nan, Nan,Nampa,2,1,1,0,84634, Nan,
, Nan, Nan,Payette,1,0,0,1,7442, Nan,
, Nan, Nan,Twin Falls,0,1,0,0,45378, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ada,0,1,0,1, Nan, Nan,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Cassia,1,0,0,0, Nan, Nan,
, Nan, Nan,Shoshone,0,0,1,0, Nan, Nan,
,Illinois,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Aurora,0,0,1,0,200551, Nan,
, Nan, Nan,Bartlett,0,0,1,1,41733, Nan,
, Nan, Nan,Berwyn,0,1,0,0,56838, Nan,
, Nan, Nan,Carol Stream,1,0,0,0,40376, Nan,
, Nan, Nan,Champaign,0,1,0,0,82966, Nan,
, Nan, Nan,Chester,0,0,1,0,8448, Nan,
, Nan, Nan,Chicago,11,10,15,9,2720554, Nan,
, Nan, Nan,Crystal Lake,0,0,1,0,40383, Nan,
, Nan, Nan,De Kalb,0,0,1,0,43765, Nan,
, Nan, Nan,Dixon,0,0,0,1,15304, Nan,
, Nan, Nan,Harvey,0,0,0,1,25408, Nan,
, Nan, Nan,Irving,0,1,0,0,485, Nan,
, Nan, Nan,La Grange,0,1,0,0,15718, Nan,
, Nan, Nan,Mokena,0,1,0,0,19130, Nan,
, Nan, Nan,Moline,0,0,1,0,43172, Nan,
, Nan, Nan,Morton,0,0,1,0,16462, Nan,
, Nan, Nan,Normal,0,0,0,1,54241, Nan,
, Nan, Nan,Pekin,1,1,0,0,34085, Nan,
, Nan, Nan,Peoria,2,1,1,1,115953, Nan,
, Nan, Nan,Quincy,0,0,0,1,40841, Nan,
, Nan, Nan,Rockford,0,2,2,0,150209, Nan,
, Nan, Nan,Roscoe,0,1,0,0,10700, Nan,
, Nan, Nan,Skokie,0,2,0,1,65155, Nan,
, Nan, Nan,Springfield,0,2,2,1,117351, Nan,
, Nan, Nan,St. Charles,1,1,0,0,33433, Nan,
, Nan, Nan,Sterling,1,0,0,0,15183, Nan,
, Nan, Nan,Urbana,0,0,1,1,41598, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,"Northwestern University, Evanston",1,0,0,2,21215, Nan,
, Nan, Nan,"University of Illinois, Springfield",0,1,0,0,5048, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Cook,0,1,0,0, Nan, Nan,
, Nan, Nan,Jackson,1,0,0,0, Nan, Nan,
, Nan, Nan,Lake,0,0,2,0, Nan, Nan,
, Nan, Nan,McLean,0,0,0,1, Nan, Nan,
, Nan, Nan,Peoria,0,0,0,2, Nan, Nan,
, Nan, Nan,Sangamon,0,0,1,1, Nan, Nan,
, Nan, Nan,Will,0,0,2,0, Nan, Nan,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Cumberland,0,1,0,0, Nan, Nan,
, Nan, Nan,Douglas,0,0,1,0, Nan, Nan,
,Indiana,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Bloomington,1,5,3,1,82415, Nan,
, Nan, Nan,Fort Wayne,0,1,0,0,254820, Nan,
, Nan, Nan,Franklin,0,0,0,1,24034, Nan,
, Nan, Nan,Goshen,1, Nan,0,0,32195, Nan,
, Nan, Nan,Indianapolis,8,15,16,4,850220, Nan,
, Nan, Nan,Mishawaka, Nan,1,1, Nan,47967, Nan,
, Nan, Nan,South Bend,1, Nan,2, Nan,100711, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ball State University,0,1,0,0,21053, Nan,
, Nan, Nan,Purdue University,1,1,1, Nan,40393, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Elkhart,0, Nan,3,1, Nan, Nan,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,State Police:, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Henry County,2, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Knox County, Nan, Nan, Nan,1, Nan, Nan,
, Nan, Nan,Lake County,1, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Monroe County, Nan,1, Nan, Nan, Nan, Nan,
, Nan, Nan,Perry County,1, Nan, Nan, Nan, Nan, Nan,
,Iowa,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Altoona,0,0,1,0,15683, Nan,
, Nan, Nan,Ames,0,0,1,1,61193, Nan,
, Nan, Nan,Grinnell,0,0,0,1,9090, Nan,
, Nan, Nan,Indianola,0,1,0,0,14993, Nan,
, Nan, Nan,Waterloo,0,0,0,1,68255, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Iowa State University,0,1,0,0,30748, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Mills,0,1,0,0, Nan, Nan,
, Nan, Nan,Scott,0,0,1,0, Nan, Nan,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ida,0,1,0,0, Nan, Nan,
,Kansas,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Andover,0,1,1,0,12188, Nan,
, Nan, Nan,Arkansas City,0,1,0,1,12322, Nan,
, Nan, Nan,Belleville,1,0,0,0,1928, Nan,
, Nan, Nan,Cheney,0,0,0,1,2127, Nan,
, Nan, Nan,Dodge City,0,0,1,0,28265, Nan,
, Nan, Nan,Gardner,0,1,0,0,20708, Nan,
, Nan, Nan,Hays,0,2,0,0,21156, Nan,
, Nan, Nan,Hutchinson,1,1,1,1,41909, Nan,
, Nan, Nan,Iola,0,2,0,0,5697, Nan,
, Nan, Nan,Lansing,0,0,2,0,11688, Nan,
, Nan, Nan,Larned,0,0,1,0,4012, Nan,
, Nan, Nan,Lawrence,1,2,4,3,90034, Nan,
, Nan, Nan,Leavenworth,1,0,0,0,35965, Nan,
, Nan, Nan,Lenexa,0,1,0,0,49777, Nan,
, Nan, Nan,Louisburg,1,0,0,0,4268, Nan,
, Nan, Nan,McPherson,0,1,2,0,13245, Nan,
, Nan, Nan,Mulvane,0,0,1,0,6307, Nan,
, Nan, Nan,Parsons,0,2,0,0,10278, Nan,
, Nan, Nan,Pittsburg,0,1,0,0,20395, Nan,
, Nan, Nan,Pratt,0,0,0,1,6900, Nan,
, Nan, Nan,Protection, Nan, Nan,1,0,521, Nan,
, Nan, Nan,Wichita,4,4,4,2,386486, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Douglas,0,2,0,0, Nan, Nan,
, Nan, Nan,Leavenworth,0,0,1,0, Nan, Nan,
, Nan, Nan,Riley County Police Department,0,0,1,0, Nan, Nan,
, Nan, Nan,Shawnee,0,0,1,0, Nan, Nan,
, Nan, Nan,Wyandotte,1,0,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ellis,0,1,0,0, Nan, Nan,
, Nan, Nan,Greenwood,0,1,0,0, Nan, Nan,
, Nan, Nan,Marshall,1,0,0,0, Nan, Nan,
,Kentucky,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ashland,1,0,2,0,21432, Nan,
, Nan, Nan,Bellevue,1,0,0,0,5918, Nan,
, Nan, Nan,Berea,0,1,0,1,14331, Nan,
, Nan, Nan,Bowling Green,1,2,4,1,61130, Nan,
, Nan, Nan,Burkesville,0,0,1,0,1526, Nan,
, Nan, Nan,Cadiz,0,1,1,0,2624, Nan,
, Nan, Nan,Carlisle,0,1,0,0,1956, Nan,
, Nan, Nan,Carrollton,0,0,0,1,3966, Nan,
, Nan, Nan,Corbin,0,0,1,1,7257, Nan,
, Nan, Nan,Covington,1,4,2,2,40766, Nan,
, Nan, Nan,Cynthiana,0,1,0,0,6305, Nan,
, Nan, Nan,Danville,0,1,0,0,16388, Nan,
, Nan, Nan,Elizabethtown,0,0,0,2,29470, Nan,
, Nan, Nan,Elkton,0,1,0,0,2211, Nan,
, Nan, Nan,Elsmere,1,0,0,0,8478, Nan,
, Nan, Nan,Flatwoods,0,0,1,0,7412, Nan,
, Nan, Nan,Florence,1,1,1,0,31434, Nan,
, Nan, Nan,Frankfort,1,1,0,1,27680, Nan,
, Nan, Nan,Georgetown,0,0,2,0,30611, Nan,
, Nan, Nan,Harrodsburg,0,0,1,0,8301, Nan,
, Nan, Nan,Hazard,0,0,1,0,5455, Nan,
, Nan, Nan,Henderson,0,0,0,2,28952, Nan,
, Nan, Nan,Hillview,0,0,1,0,9465, Nan,
, Nan, Nan,Hopkinsville,0,0,1,1,33253, Nan,
, Nan, Nan,Leitchfield,0,1,0,0,6814, Nan,
, Nan, Nan,Lexington,5,10,10,2,308712, Nan,
, Nan, Nan,Louisville Metro,2,4,3,2,671120, Nan,
, Nan, Nan,Ludlow,0,2,0,0,4536, Nan,
, Nan, Nan,Madisonville,1,0,0,0,19761, Nan,
, Nan, Nan,Morehead,0,0,1,0,6864, Nan,
, Nan, Nan,Mount Washington,0,0,0,1,9377, Nan,
, Nan, Nan,Murray,0,1,1,0,18048, Nan,
, Nan, Nan,Newport,0,1,1,3,15425, Nan,
, Nan, Nan,Oak Grove,0,0,1,0,7638, Nan,
, Nan, Nan,Owensboro,1,2,1,0,58304, Nan,
, Nan, Nan,Paducah,0,0,0,1,25064, Nan,
, Nan, Nan,Paris,0,0,0,1,9752, Nan,
, Nan, Nan,Radcliff,0,1,0,1,23177, Nan,
, Nan, Nan,Ravenna,0,1,0,0,595, Nan,
, Nan, Nan,Richmond,1,1,0,1,32333, Nan,
, Nan, Nan,Russellville,0,1,1,0,6949, Nan,
, Nan, Nan,Shelbyville,0,1,2,1,14743, Nan,
, Nan, Nan,Shepherdsville,0,0,1,0,11534, Nan,
, Nan, Nan,Shively,1,0,0,0,15511, Nan,
, Nan, Nan,St. Matthews,0,1,0,1,17768, Nan,
, Nan, Nan,Vine Grove,1,0,0,0,5298, Nan,
, Nan, Nan,Williamsburg,1,0,0,0,5258, Nan,
, Nan, Nan,Winchester,1,2,1,1,18478, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Morehead State University,0,0,1,0,11169, Nan,
, Nan, Nan,University of Louisville,0,0,1,0,21239, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Boone,1,2,0,1, Nan, Nan,
, Nan, Nan,Bullitt,0,2,1,1, Nan, Nan,
, Nan, Nan,Christian,0,1,1,0, Nan, Nan,
, Nan, Nan,Daviess,0,0,1,0, Nan, Nan,
, Nan, Nan,Hardin,0,1,0,0, Nan, Nan,
, Nan, Nan,Meade,2,0,0,0, Nan, Nan,
, Nan, Nan,Shelby,0,1,0,0, Nan, Nan,
, Nan, Nan,Trigg,0,0,0,1, Nan, Nan,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Calloway,0,0,1,0, Nan, Nan,
, Nan, Nan,Clay,0,0,1,0, Nan, Nan,
, Nan, Nan,Hopkins,0,0,1,0, Nan, Nan,
, Nan, Nan,Knott,0,1,0,0, Nan, Nan,
, Nan, Nan,Knox,0,0,0,1, Nan, Nan,
, Nan, Nan,Lyon,0,1,0,0, Nan, Nan,
, Nan, Nan,Marshall,0,1,0,0, Nan, Nan,
, Nan, Nan,Nelson,0,0,1,0, Nan, Nan,
, Nan, Nan,Ohio,1,1,0,0, Nan, Nan,
, Nan, Nan,Perry,1,0,0,0, Nan, Nan,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,State Police:, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Campbellsburg,0,1,0,0, Nan, Nan,
, Nan, Nan,Dry Ridge,1,0,0,0, Nan, Nan,
, Nan, Nan,Frankfort,0,0,1,0, Nan, Nan,
, Nan, Nan,Henderson,0,0,0,1, Nan, Nan,
, Nan, Nan,Madisonville,0,0,1,0, Nan, Nan,
, Nan, Nan,Morehead,0,0,1,0, Nan, Nan,
, Nan, Nan,Pikeville,1,0,0,0, Nan, Nan,
, Nan, Nan,Richmond,0,0,1,0, Nan, Nan,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Montgomery County School District,0,0,0,1, Nan, Nan,
,Louisiana,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,New Orleans,2,3,3,0,377022, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,University of New Orleans,1,0, Nan,0,10071, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ascension,0,3,1,0, Nan, Nan,
, Nan, Nan,Calcasieu,4,1,1,1, Nan, Nan,
, Nan, Nan,Iberia,0,0,1,0, Nan, Nan,
, Nan, Nan,Jefferson,0,0,1, Nan, Nan, Nan,
,Maine,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Auburn,0,0,2,0,22948, Nan,
, Nan, Nan,Belfast,1,0,0,0,6654, Nan,
, Nan, Nan,Cape Elizabeth,0,1,0,0,9104, Nan,
, Nan, Nan,Ellsworth,0,1,0,0,7853, Nan,
, Nan, Nan,Lewiston,0,0,0,1,36422, Nan,
, Nan, Nan,Machias3,0,0,0,1,2173, Nan,
, Nan, Nan,Mexico,1,0,0,0,2633, Nan,
, Nan, Nan,Old Orchard Beach,0,1,0,0,8681, Nan,
, Nan, Nan,Portland,0,1,1,0,66256, Nan,
, Nan, Nan,Scarborough,0,1,0,0,19252, Nan,
, Nan, Nan,Searsport,1,0,0,0,2618, Nan,
, Nan, Nan,Skowhegan,1,0,1,1,8537, Nan,
, Nan, Nan,South Portland,1,2,2,0,25126, Nan,
, Nan, Nan,Wiscasset,1,0,0,0,3673, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Sagadahoc,0,1,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Waldo,0,1,0,0, Nan, Nan,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,"State Police, Somerset County",0,0, Nan,1, Nan, Nan,
,Maryland,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Aberdeen,0,0,1,0,15039, Nan,
, Nan, Nan,Annapolis,1,0,0,0,38649, Nan,
, Nan, Nan,Baltimore,1,0,0,1,622671, Nan,
, Nan, Nan,Bel Air,1,0,0,0,10314, Nan,
, Nan, Nan,Frederick,0,0,1,1,66709, Nan,
, Nan, Nan,Greenbelt,0,1,0,0,23680, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,St. Mary's College,0,2,0,0,1933, Nan,
, Nan, Nan,Towson University,0,1,0,0,21960, Nan,
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Baltimore County Police Department,1,0,2,2, Nan, Nan,
, Nan, Nan,Carroll,0,0,2,0, Nan, Nan,
, Nan, Nan,Charles,0,1,0,0, Nan, Nan,
, Nan, Nan,Frederick,3,0,2,0, Nan, Nan,
, Nan, Nan,Harford,0,0,0,1, Nan, Nan,
, Nan, Nan,Howard County Police Department,0,2,2,2, Nan, Nan,
, Nan, Nan,Montgomery County Police Department,3,5,2,3, Nan, Nan,
, Nan, Nan,Prince George's County Police Department,0,1,0,0, Nan, Nan,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Garrett,0,0,0,1, Nan, Nan,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,State Police:, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Frederick County,0,1,0,1, Nan, Nan,
, Nan, Nan,Queen Anne's County,1,0,0,0, Nan, Nan,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,State Fire Marshal,0,0,2,0, Nan, Nan,
,Massachusetts,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Acton,0,2,0,1,22871, Nan,
, Nan, Nan,Amesbury,0,1,0,0,16655, Nan,
, Nan, Nan,Amherst,1,0,0,0,39127, Nan,
, Nan, Nan,Attleboro,0,1,0,1,44034, Nan,
, Nan, Nan,Bedford,1,0,0,2,13947, Nan,
, Nan, Nan,Belmont,0,1,0,0,25421, Nan,
, Nan, Nan,Beverly,0,0,1,0,40592, Nan,
, Nan, Nan,Billerica,0,0,0,1,41926, Nan,
, Nan, Nan,Bolton,0,0,1,0,5060, Nan,
, Nan, Nan,Boston,39,56,40,30,643799, Nan,
, Nan, Nan,Braintree,0,2,1,0,36496, Nan,
, Nan, Nan,Brookline,1,0,0,0,59382, Nan,
, Nan, Nan,Cambridge,6,2,3,2,107282, Nan,
, Nan, Nan,Chelsea,0,0,0,1,37454, Nan,
, Nan, Nan,Danvers,1,0,0,0,27263, Nan,
, Nan, Nan,Douglas,0,1,0,0,8628, Nan,
, Nan, Nan,Dover,0,0,1,0,5778, Nan,
, Nan, Nan,Dracut,0,1,2,2,30533, Nan,
, Nan, Nan,East Longmeadow,0,3,0,2,15946, Nan,
, Nan, Nan,Edgartown,1,0,0,0,4252, Nan,
, Nan, Nan,Fall River,1,0,0,0,89220, Nan,
, Nan, Nan,Framingham,0,0,2,0,70753, Nan,
, Nan, Nan,Greenfield,0,1,0,0,17598, Nan,
, Nan, Nan,Haverhill,4,2,1,1,62249, Nan,
, Nan, Nan,Kingston,0,0,1,0,12791, Nan,
, Nan, Nan,Lakeville,0,1,0,0,10939, Nan,
, Nan, Nan,Lincoln,0,0,0,1,6563, Nan,
, Nan, Nan,Lowell,0,0,1,1,109449, Nan,
, Nan, Nan,Lunenburg,0,0,0,1,11149, Nan,
, Nan, Nan,Lynn,1,5,6,4,91769, Nan,
, Nan, Nan,Malden,0,2,1,0,60816, Nan,
, Nan, Nan,Marblehead,0,1,0,0,20209, Nan,
, Nan, Nan,Marlborough,0,0,1,0,39531, Nan,
, Nan, Nan,Medford,2,4,4,0,57428, Nan,
, Nan, Nan,Middleboro,0,1,0,0,23547, Nan,
, Nan, Nan,Milton,0,0,0,3,27269, Nan,
, Nan, Nan,Monson,0,0,0,1,8716, Nan,
, Nan, Nan,Needham,0,0,1,1,29544, Nan,
, Nan, Nan,New Bedford,0,0,1,0,95156, Nan,
, Nan, Nan,Newburyport,0,0,1,0,17773, Nan,
, Nan, Nan,Norton,0,0,1,1,19414, Nan,
, Nan, Nan,Peabody,0,0,2,0,52178, Nan,
, Nan, Nan,Pittsfield,0,1,0,0,43992, Nan,
, Nan, Nan,Plainville,1,0,0,0,8512, Nan,
, Nan, Nan,Plymouth,0,0,6,4,57893, Nan,
, Nan, Nan,Provincetown,1,0,0,0,2983, Nan,
, Nan, Nan,Quincy,4,2,4,3,93490, Nan,
, Nan, Nan,Randolph,0,2,0,0,33583, Nan,
, Nan, Nan,Reading,0,0,1,0,25398, Nan,
, Nan, Nan,Revere,0,0,1,2,53777, Nan,
, Nan, Nan,Salem,0,0,0,1,42468, Nan,
, Nan, Nan,Saugus,0,0,1,0,27628, Nan,
, Nan, Nan,Sharon,0,1,0,0,17935, Nan,
, Nan, Nan,Shrewsbury,0,1,0,0,36315, Nan,
, Nan, Nan,Somerville,0,0,0,2,77768, Nan,
, Nan, Nan,South Hadley,0,0,1,1,17794, Nan,
, Nan, Nan,Spencer,0,0,1,0,11801, Nan,
, Nan, Nan,Springfield,3,0,0,1,153586, Nan,
, Nan, Nan,Stoughton,0,1,0,0,28186, Nan,
, Nan, Nan,Swampscott,1,0,0,0,13995, Nan,
, Nan, Nan,Taunton,1,0,1,0,56264, Nan,
, Nan, Nan,Waltham,0,0,1,1,62446, Nan,
, Nan, Nan,Watertown,0,1,0,0,33254, Nan,
, Nan, Nan,Westborough,0,0,1,0,18563, Nan,
, Nan, Nan,West Boylston,0,0,0,1,7821, Nan,
, Nan, Nan,West Springfield,0,0,1,0,28647, Nan,
, Nan, Nan,Williamstown,0,0,0,1,7682, Nan,
, Nan, Nan,Worcester,0,1,1,0,183454, Nan,
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Boston College,1,0,0,0,14605, Nan,
, Nan, Nan,Boston University,0,0,1,0,32603, Nan,
, Nan, Nan,Bridgewater State University,0,0,0,1,11417, Nan,
, Nan, Nan,Dean College,0,0,0,1,1322, Nan,
, Nan, Nan,Emerson College,0,0,0,1,4531, Nan,
, Nan, Nan,Massachusetts College of Liberal Arts,1,0,0,0,1799, Nan,
, Nan, Nan,Northeastern University,0,0,0,3,27694, Nan,
, Nan, Nan,"Tufts University, Medford",0,0,1,1,10837, Nan,
, Nan, Nan,University of Massachusetts:, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Amherst,3,0,2,2,28236, Nan,
, Nan, Nan,"Harbor Campus, Boston",0,0,0,1,15874, Nan,
,Michigan,Total, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Adrian,0,1,0, Nan,20759, Nan,
, Nan, Nan,Albion,0,1,0,0,8524, Nan,
, Nan, Nan,Alpena,2,0,0,0,10299, Nan,
, Nan, Nan,Ann Arbor,0,3,0,0,116799, Nan,
, Nan, Nan,Bangor,0,0,0,1,1857, Nan,
, Nan, Nan,Bath Township,0,0,1,0,11761, Nan,
, Nan, Nan,Battle Creek,0,0,1,0,61032, Nan,
, Nan, Nan,Benton Harbor,1,0,2,0,10039, Nan,
