Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
, Nan, Nan,University of Georgia,0,1,3, Nan,34816
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Cobb County Police Department,0,3,6, Nan,
, Nan, Nan,Henry County Police Department,5,0,0, Nan,
,Idaho,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Bellevue,1,0,0,0,2283
, Nan, Nan,Boise,6,4,5,3,211569
, Nan, Nan,Coeur d'Alene,1,4,0,0,45267
, Nan, Nan,Garden City,0,1,0,0,11293
, Nan, Nan,Grangeville,0,1,0,0,3198
, Nan, Nan,Jerome,0,0,0,2,11115
, Nan, Nan,Meridian,0,0,1,0,77270
, Nan, Nan,Nampa,0,1,0,2,83316
, Nan, Nan,Twin Falls,0,0,0,1,44866
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Kootenai,0,1,1,0,
,Illinois,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Algonquin,0,1,0,0,30159
, Nan, Nan,Altamont,1,0,0,0,2323
, Nan, Nan,Aurora,0,1,0,0,199765
, Nan, Nan,Beardstown,1,0,0,0,6099
, Nan, Nan,Bellwood,0,0,0,1,19165
, Nan, Nan,Bloomington,0,0,0,1,77107
, Nan, Nan,Canton,1,0,0,0,14673
, Nan, Nan,Carpentersville,0,1,0,0,38080
, Nan, Nan,Centralia,0,0,1, Nan,13027
, Nan, Nan,Chicago,3,3,4,4,2708382
, Nan, Nan,Crest Hill,0,1,0,0,20953
, Nan, Nan,Crystal Lake,0,1,0,1,40785
, Nan, Nan,Danville,1,0,0,0,32997
, Nan, Nan,Decatur,0,1,0,0,76131
, Nan, Nan,De Kalb,0,1,0,0,43722
, Nan, Nan,Des Plaines,0,0,1,0,58644
, Nan, Nan,Downers Grove,0,0,1,0,48185
, Nan, Nan,Evanston,0,1,0,0,74820
, Nan, Nan,Fairbury,0,0,1,0,3751
, Nan, Nan,Joliet,0,0,1,0,148471
, Nan, Nan,La Grange,2,0,0,0,15624
, Nan, Nan,Monmouth,1,0,0,0,9504
, Nan, Nan,Normal,0,2,0,0,52797
, Nan, Nan,North Riverside,0,0,1,0,6702
, Nan, Nan,Oak Forest,0,1,0,0,28097
, Nan, Nan,Olney,0,0,1,0,9125
, Nan, Nan,Peoria,0,0,0,1,115288
, Nan, Nan,Plainfield,0,0,1,0,39859
, Nan, Nan,Quincy,0,1,1,0,40684
, Nan, Nan,Rockford,1,3,2,0,152293
, Nan, Nan,Rolling Meadows,0,0,1,0,24216
, Nan, Nan,Skokie,0,2,0,1,65096
, Nan, Nan,Springfield,1,2,3,2,117131
, Nan, Nan,Summit,0,0,1,0,11109
, Nan, Nan,Tinley Park,0,0,1,0,56992
, Nan, Nan,Urbana,1,0,0,0,41537
, Nan, Nan,West Frankfort,1,0,0,0,8196
, Nan, Nan,Wheeling,0,1,0,0,37830
, Nan, Nan,Winnetka,0,0,1,0,12247
, Nan, Nan,Wood River,0,0,1,0,10630
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,"Black Hawk College, Kewannee4",0,0,1,0,
, Nan, Nan,Western Illinois University,1,1,0,0,12554
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Alexander,0,1,0,0,
, Nan, Nan,Du Page,0,0,2,0,
, Nan, Nan,Madison,0,1,0,0,
, Nan, Nan,Peoria,1,0,1,1,
, Nan, Nan,Sangamon,1,0,0,0,
, Nan, Nan,Will,0,0,0,1,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,La Salle,0,0,1,0,
,Indiana,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Bloomington,1,2,6,4,81636
, Nan, Nan,Franklin,1, Nan,0, Nan,24115
, Nan, Nan,Hammond,0, Nan,1,0,81010
, Nan, Nan,Mishawaka, Nan, Nan,1, Nan,48363
, Nan, Nan,Seymour,0,0,1,0,18340
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,"Indiana University, Southeast",0,7,1,0,7256
, Nan, Nan,Purdue University,4,1,4,2,40849
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Elkhart,0,1,0,0,
,Iowa,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Bettendorf,0,1,0,0,33729
, Nan, Nan,Council Bluffs,1,0,1,0,62708
, Nan, Nan,Dubuque,1,0,0,0,58460
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,University of Iowa,4,0,0,0,29810
,Kansas,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Basehor,1,0,0,0,4716
, Nan, Nan,Beloit,1,0,0,0,3808
, Nan, Nan,Columbus,1,0,0,0,3295
, Nan, Nan,Concordia,0,1,0,0,5329
, Nan, Nan,Derby,1,0,1,0,22393
, Nan, Nan,Dodge City,0,0,1,0,28064
, Nan, Nan,Emporia,0,1,0,0,25099
, Nan, Nan,Eudora,0,1,0,0,6249
, Nan, Nan,Fort Scott,0,0,0,1,8031
, Nan, Nan,Hays,1,0,0,0,20823
, Nan, Nan,Haysville,1,0,0,0,10939
, Nan, Nan,Hesston,0,1,0,0,3744
, Nan, Nan,Hutchinson,1,0,0,0,42357
, Nan, Nan,Independence,1,1,1,0,9380
, Nan, Nan,Lawrence,5,3,4,3,89180
, Nan, Nan,Leavenworth,0,0,1,0,35857
, Nan, Nan,Liberal,0,1,0,0,20968
, Nan, Nan,Lindsborg,1,0,0,0,3483
, Nan, Nan,Merriam,0,1,0,0,11237
, Nan, Nan,Newton,0,0,1,0,19328
, Nan, Nan,Parsons,0,0,1,0,10507
, Nan, Nan,Pittsburg,0,1,0,0,20380
, Nan, Nan,Pratt,0,1,0,0,6885
, Nan, Nan,Salina,0,0,1,3,48155
, Nan, Nan,Shawnee,1,1,1,0,63542
, Nan, Nan,Wichita,11,8,4,2,386409
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Pittsburg State University,0,0,1,0,7275
, Nan, Nan,University of Kansas:, Nan, Nan, Nan, Nan,
, Nan, Nan,Main Campus,1,0,1,0,27939
, Nan, Nan,Medical Center4,0,0,1,0,
, Nan, Nan,Washburn University,0,0,0,1,7303
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Leavenworth,0,1,0,0,
, Nan, Nan,Miami,0,1,0,0,
, Nan, Nan,Riley County Police Department,0,0,0,1,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Rush,0,0,1,0,
,Kentucky,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Anchorage,2,0,0,0,2372
, Nan, Nan,Barbourville,0,1,0,0,3178
, Nan, Nan,Bardstown,2,0,1,4,11869
, Nan, Nan,Bellevue,0,1,1,0,6011
, Nan, Nan,Berea,0,0,1,0,13798
, Nan, Nan,Bowling Green,1,2,3,3,59043
, Nan, Nan,Campbellsville,1,0,1,0,9209
, Nan, Nan,Covington,0,0,3,3,40914
, Nan, Nan,Danville,0,0,0,2,16314
, Nan, Nan,Elizabethtown,1,0,0,0,29118
, Nan, Nan,Eminence,1,1,0,0,2508
, Nan, Nan,Falmouth,0,0,0,1,2152
, Nan, Nan,Flemingsburg,0,0,0,1,2693
, Nan, Nan,Florence,0,1,1,0,30765
, Nan, Nan,Fort Thomas,0,1,0,0,16478
, Nan, Nan,Frankfort,1,1,0,0,25648
, Nan, Nan,Fulton,0,2,0,0,2428
, Nan, Nan,Georgetown,0,0,0,1,29765
, Nan, Nan,Graymoor-Devondale,0,1,0,0,2897
, Nan, Nan,Harrodsburg,1,0,0,1,8342
, Nan, Nan,Hopkinsville,3,2,1,0,31499
, Nan, Nan,Independence,0,0,1,0,24927
, Nan, Nan,Lancaster,0,0,0,1,3445
, Nan, Nan,Lexington,11,12,11,8,302332
, Nan, Nan,Louisa,0,0,1,0,2500
, Nan, Nan,Mayfield,0,0,1,0,10155
, Nan, Nan,Maysville,0,0,1,0,9117
, Nan, Nan,Middlesboro,1,0,0,0,10358
, Nan, Nan,Monticello,1,0,0,0,6240
, Nan, Nan,Morehead,0,0,1,0,6914
, Nan, Nan,Mount Sterling,1,0,0,0,6977
, Nan, Nan,Mount Washington,0,1,0,0,9237
, Nan, Nan,Murray,0,1,1,0,17938
, Nan, Nan,Newport,0,0,0,1,15412
, Nan, Nan,Nicholasville,2,0,0,0,28366
, Nan, Nan,Northfield,0,0,0,1,1030
, Nan, Nan,Owensboro,0,1,3,1,57751
, Nan, Nan,Paducah,1,0,2,0,25199
, Nan, Nan,Paris,1,0,0,0,8580
, Nan, Nan,Park Hills,0,0,1,0,2991
, Nan, Nan,Prestonsburg,1,0,0,0,3246
, Nan, Nan,Princeton,1,0,1,0,6339
, Nan, Nan,Radcliff,0,1,0,0,22148
, Nan, Nan,Richmond,0,1,0,0,31890
, Nan, Nan,Shelbyville,1,2,1,0,14425
, Nan, Nan,Shepherdsville,2,1,0,0,11372
, Nan, Nan,Shively,1,0,0,1,15422
, Nan, Nan,Somerset,0,1,1,0,11325
, Nan, Nan,Taylor Mill,0,0,1,0,6650
, Nan, Nan,Vanceburg,0,0,1,0,1530
, Nan, Nan,Versailles,0,0,0,1,8593
, Nan, Nan,West Buechel, Nan,0,0,1,1242
, Nan, Nan,Winchester,0,1,2,1,18374
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Eastern Kentucky University,1,0,0,0,16062
, Nan, Nan,Murray State University,1,0,0,1,10623
, Nan, Nan,University of Louisville,0,1,0,0,21152
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Boone,1,3,1,2,
, Nan, Nan,Boyd,0,0,1,0,
, Nan, Nan,Bullitt,0,0,1,2,
, Nan, Nan,Campbell County Police Department,0,1,1,0,
, Nan, Nan,Christian,0,0,1,0,
, Nan, Nan,Jessamine,0,0,1,0,
, Nan, Nan,Kenton County Police Department,1,0,0,0,
, Nan, Nan,Meade,0,0,1,0,
, Nan, Nan,Shelby,2,0,0,0,
, Nan, Nan,Spencer,0,0,1,0,
, Nan,Nonmetropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ballard,0,0,1,0,
, Nan, Nan,Franklin,0,0,0,1,
, Nan, Nan,Hopkins,1,0,0,0,
, Nan, Nan,Knox,0,0,0,1,
, Nan, Nan,Laurel,0,0,1,0,
, Nan, Nan,Mason,0,1,0,0,
, Nan, Nan,McCracken,1,0,0,0,
, Nan, Nan,Ohio,0,1,0,0,
, Nan, Nan,Owen,0,0,1,0,
, Nan, Nan,Washington,0,0,0,1,
, Nan, Nan,Wolfe,0,2,0,0,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,State Police:, Nan, Nan, Nan, Nan,
, Nan, Nan,Ashland,1,0,0,0,
, Nan, Nan,Dry Ridge,1,0,0,0,
, Nan, Nan,Mayfield,1,1,0,0,
, Nan, Nan,Morehead,0,0,1,0,
, Nan, Nan,Richmond,0,0,1,1,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Cincinnati-Northern Kentucky International Airport,0,0,1,0,
, Nan, Nan,Fayette County Schools,1,0,1,0,
, Nan, Nan,Jefferson County Board of Education,1,0,0,0,
, Nan, Nan,Kentucky Horse Park,0,1,0,0,
,Louisiana,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,New Orleans, Nan, Nan,1,1,362874
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Ascension,1, Nan, Nan, Nan,
, Nan, Nan,St. Tammany,0,0,0,1,
,Maine,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Auburn,0,2,0,0,23002
, Nan, Nan,Augusta,0,0,1,1,19117
, Nan, Nan,Baileyville,0,0,0,1,1511
, Nan, Nan,Bangor,0,0,3,3,33036
, Nan, Nan,Bar Harbor,0,1,0,0,5253
, Nan, Nan,Houlton,1,0,0,0,6095
, Nan, Nan,Kittery,0,0,1,0,9548
, Nan, Nan,Lewiston,1,0,2,0,36519
, Nan, Nan,Livermore Falls,0,0,0,1,3180
, Nan, Nan,Mexico,0,1,0,0,2677
, Nan, Nan,Old Orchard Beach,0,1,1,0,8678
, Nan, Nan,Pittsfield,0,0,2,0,4202
, Nan, Nan,Portland,2,0,4,1,66413
, Nan, Nan,Rumford,0,1,0,0,5831
, Nan, Nan,Saco,2,3,1,4,18595
, Nan, Nan,Sanford,0,3,2,0,20925
, Nan, Nan,Skowhegan,0,2,0,0,8562
, Nan, Nan,Wells,0,0,1,0,9648
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Androscoggin,0,0,1,0,
, Nan, Nan,Sagadahoc,1,1,0,0,
,Maryland,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Baltimore,0,0,1,0,625474
, Nan, Nan,Bowie,1,0,0,0,55765
, Nan, Nan,Cambridge,0,0,1,1,12454
, Nan, Nan,Elkton,0,0,1,0,15681
, Nan, Nan,New Carrollton,0,0,1,0,12366
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Frostburg State University,1,0,0,0,5429
, Nan, Nan,Towson University,1,0,0,0,21464
, Nan, Nan,"University of Maryland, College Park",1,0,0,0,37631
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Baltimore County Police Department,2,4,0,1,
, Nan, Nan,Calvert,1,0,0,0,
, Nan, Nan,Carroll,0,2,1,2,
, Nan, Nan,Charles,0,2,0,0,
, Nan, Nan,Montgomery County Police Department,2,3,2,1,
, Nan,State Police Agencies, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,State Police:, Nan, Nan, Nan, Nan,
, Nan, Nan,Allegany County,1,0,0,0,
, Nan, Nan,Frederick County,1,0,0,0,
, Nan,Other Agencies, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,"Maryland-National Capital Park Police, Montgomery County",1,0,0,0,
,Massachusetts,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Acton,1,1,0,1,22349
, Nan, Nan,Amesbury,0,0,0,1,16557
, Nan, Nan,Amherst,0,1,1,0,38112
, Nan, Nan,Andover,1,0,0,0,33753
, Nan, Nan,Attleboro,0,0,1,0,44033
, Nan, Nan,Barnstable,4,1,0,3,45570
, Nan, Nan,Bedford,0,1,0,0,13575
, Nan, Nan,Belchertown,0,1,0,0,14751
, Nan, Nan,Belmont,0,2,0,0,25209
, Nan, Nan,Beverly,1,1,0,0,40150
, Nan, Nan,Billerica,0,0,1,0,41016
, Nan, Nan,Braintree,0,1,2,2,36310
, Nan, Nan,Brookline,0,0,0,1,59658
, Nan, Nan,Burlington,0,1,0,0,24975
, Nan, Nan,Cambridge,2,2,2,4,106981
, Nan, Nan,Carver,0,0,1,0,11676
, Nan, Nan,Charlton,1,0,0,0,13142
, Nan, Nan,Chelsea,0,0,1,0,35966
, Nan, Nan,Chicopee,0,1,1,0,55825
, Nan, Nan,Danvers,1,3,2,2,26934
, Nan, Nan,Dracut,0,1,0,0,30032
, Nan, Nan,East Longmeadow,0,0,1,0,15871
, Nan, Nan,Everett,1,0,1,0,42476
, Nan, Nan,Falmouth,0,0,1,0,31794
, Nan, Nan,Fitchburg,0,2,0,0,40809
, Nan, Nan,Framingham,0,0,0,1,69605
, Nan, Nan,Grafton,0,0,1,0,17986
, Nan, Nan,Hadley,0,0,1,0,5288
, Nan, Nan,Harvard,0,1,0,0,6595
, Nan, Nan,Haverhill,4,3,0,1,61897
, Nan, Nan,Hingham,2,0,0,0,22475
, Nan, Nan,Hull,0,0,1,1,10441
, Nan, Nan,Longmeadow,0,0,1,0,15936
, Nan, Nan,Lowell,0,0,0,1,108539
, Nan, Nan,Ludlow,1,0,0,0,21304
, Nan, Nan,Lynn,0,1,3,1,91846
, Nan, Nan,Malden,0,0,0,2,60605
, Nan, Nan,Manchester-by-the-Sea,0,0,1,0,5222
, Nan, Nan,Mansfield,0,0,0,1,23419
, Nan, Nan,Marblehead,0,0,0,1,20142
, Nan, Nan,Mendon,0,1,0,0,5913
, Nan, Nan,Millis,0,1,0,0,8016
, Nan, Nan,Monson,0,0,1,0,8641
, Nan, Nan,Montague,1,0,0,1,8540
, Nan, Nan,Natick,0,1,1,0,33646
, Nan, Nan,Needham,0,0,0,1,29342
, Nan, Nan,Newburyport,0,0,0,1,17708
, Nan, Nan,Newton,0,1,1,1,86710
, Nan, Nan,Norton,0,1,0,0,19222
, Nan, Nan,Oak Bluffs,0,0,0,1,4631
, Nan, Nan,Pembroke,0,0,1,0,18094
, Nan, Nan,Plainville,1,0,0,0,8396
, Nan, Nan,Plymouth,3,1,1,3,57272
, Nan, Nan,Provincetown,0,0,1,0,2966
, Nan, Nan,Quincy,2,3,0,3,93736
, Nan, Nan,Randolph,0,0,0,1,32624
, Nan, Nan,Revere,1,0,0,2,52926
, Nan, Nan,Salem, Nan, Nan,1,0,42025
, Nan, Nan,Seekonk,0,0,1,0,13862
, Nan, Nan,Sharon,1,0,0,0,17892
, Nan, Nan,Somerville,1,0,1,0,77200
, Nan, Nan,Southborough,0,1,0,0,9887
, Nan, Nan,South Hadley,0,0,0,1,17642
, Nan, Nan,Southwick,0,1,0,0,9594
, Nan, Nan,Springfield,0,0,0,1,154518
, Nan, Nan,Stoneham,0,0,1,1,21852
, Nan, Nan,Stoughton,0,0,1,0,27392
, Nan, Nan,Taunton,1,1,1,0,56438
, Nan, Nan,Tisbury,0,0,2,0,4040
, Nan, Nan,Uxbridge,1,0,0,0,13623
, Nan, Nan,Westfield,1,0,0,0,41485
, Nan, Nan,Worcester,1,0,3,1,183247
, Nan, Nan,Yarmouth,1,1,2,0,23991
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Massachusetts College of Liberal Arts,1,0,0,0,1886
, Nan, Nan,Massachusetts Institute of Technology,0,0,0,1,10894
, Nan, Nan,"University of Massachusetts, Harbor Campus, Boston",0,0,0,1,15741
,Michigan,Total, Nan, Nan, Nan, Nan, Nan,
, Nan,Cities, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Adrian,1,2,1,1,21060
, Nan, Nan,Allegan,0,0,1,0,4994
, Nan, Nan,Alma,0,0,1,0,9319
, Nan, Nan,Alpena,2,0,0,0,10418
, Nan, Nan,Ann Arbor,1,5,3,1,115008
, Nan, Nan,Auburn Hills,0,0,1,1,21559
, Nan, Nan,Bangor,0,0,0,1,1882
, Nan, Nan,Battle Creek,1,1,0,0,61450
, Nan, Nan,Bay City,2,0,0,0,34742
, Nan, Nan,Benton Township,1,0,0,1,14771
, Nan, Nan,Berkley,0,0,1,1,15078
, Nan, Nan,Berrien Springs-Oronoko Township,0,0,0,2,9206
, Nan, Nan,Beverly Hills,0,1,0,1,10341
, Nan, Nan,Birmingham,2,1,1,0,20250
, Nan, Nan,Blackman Township,1,0,0,1,37782
, Nan, Nan,Blissfield,0,0,1,0,3326
, Nan, Nan,Bloomfield Township,0,0,4,1,41367
, Nan, Nan,Buchanan,0,1,1,0,4462
, Nan, Nan,Canton Township,0,0,1,1,89312
, Nan, Nan,Capac,0,0,1,2,1874
, Nan, Nan,Cedar Springs,0,1,0,0,3546
, Nan, Nan,Center Line,0,1,0,0,8275
, Nan, Nan,Cheboygan,0,1,0,0,4830
, Nan, Nan,Chelsea,1,0,0,1,4995
, Nan, Nan,Chesterfield Township,1,0,0,1,43474
, Nan, Nan,Clare,1,1,0,0,3130
, Nan, Nan,Clawson,1,0,0,0,11909
, Nan, Nan,Clinton Township,8,4,1,1,97001
, Nan, Nan,Clio,1,0,0,0,2625
, Nan, Nan,Covert Township,0,0,1,0,2886
, Nan, Nan,Crystal Falls,0,0,1,0,1467
, Nan, Nan,Dearborn,4,8,4,0,97215
, Nan, Nan,Dearborn Heights,3,3,0,0,57228
, Nan, Nan,Detroit,1,6,12,3,707096
, Nan, Nan,East Lansing,0,7,4,0,48701
, Nan, Nan,Eastpointe,3,3,0,0,32511
, Nan, Nan,Eau Claire,1,0,0,0,626
, Nan, Nan,Emmett Township,0,0,1,1,11722
, Nan, Nan,Escanaba,2,0,2,1,12636
, Nan, Nan,Farmington,1,0,0,1,10446
, Nan, Nan,Farmington Hills,1,2,2,1,80316
, Nan, Nan,Fenton,0,1,1,0,11662
, Nan, Nan,Ferndale,0,1,0,0,20045
, Nan, Nan,Flat Rock,0,0,2,0,9785
, Nan, Nan,Flint,2,1,0,1,101632
, Nan, Nan,Flint Township,2,0,0,0,31677
, Nan, Nan,Flushing,0,0,0,1,8322
, Nan, Nan,Forsyth Township,0,1,0,0,6230
, Nan, Nan,Fraser,0,3,0,1,14512
, Nan, Nan,Garden City,1,1,1,0,27428
, Nan, Nan,Genesee Township,0,0,1,0,21407
, Nan, Nan,Grand Blanc,0,0,1,0,8210
, Nan, Nan,Grand Blanc Township,2,1,0,1,37206
, Nan, Nan,Grand Haven,0,1,0,0,10519
, Nan, Nan,Grand Ledge,0,1,0,0,7814
, Nan, Nan,Grand Rapids,2,0,0,4,189953
, Nan, Nan,Grandville,0,1,0,0,15538
, Nan, Nan,Greenville,0,0,1,0,8466
, Nan, Nan,Grosse Pointe Woods,1,1,1,0,15981
, Nan, Nan,Hamtramck,0,2,0,1,22214
, Nan, Nan,Hancock,1,0,0,0,4638
, Nan, Nan,Harper Woods,0,0,0,2,14102
, Nan, Nan,Hartford,0,1,0,0,2686
, Nan, Nan,Hastings,1,0,0,0,7313
, Nan, Nan,Hazel Park,0,1,0,0,16542
, Nan, Nan,Hillsdale,0,1,1,0,8284
, Nan, Nan,Holland,0,0,1,0,33294
, Nan, Nan,Hopkins,0,1,0,0,610
, Nan, Nan,Houghton,0,0,1,0,7716
, Nan, Nan,Howard City,0,0,1,0,1805
, Nan, Nan,Hudson,0,0,1,0,2298
, Nan, Nan,Huntington Woods,1,0,1,0,6285
, Nan, Nan,Inkster,1,0,1,0,25129
, Nan, Nan,Ironwood,0,1,0,0,5339
, Nan, Nan,Jackson,1,3,1,1,33449
, Nan, Nan,Keego Harbor,1,0,1,0,2992
, Nan, Nan,Kentwood,0,1,0,0,49220
, Nan, Nan,Lansing,1,2,1,1,114688
, Nan, Nan,Lawton,0,1,0,0,1897
, Nan, Nan,Livonia,4,2,1,5,96028
, Nan, Nan,Manistique,1,0,0,0,3100
, Nan, Nan,Marlette,2,1,0,0,1855
, Nan, Nan,Marysville,0,1,0,0,9881
, Nan, Nan,Mattawan,0,0,1,0,1994
, Nan, Nan,Meridian Township,2,0,2,0,39824
, Nan, Nan,Midland,0,0,2,0,42106
, Nan, Nan,Monroe,0,3,1,1,20687
, Nan, Nan,Morenci,0,1,1,0,2211
, Nan, Nan,Mount Morris,0,0,1,0,3061
, Nan, Nan,Mount Morris Township,0,0,0,1,21326
, Nan, Nan,Mundy Township,2,0,0,0,14960
, Nan, Nan,Muskegon,1,1,1,0,38253
, Nan, Nan,Muskegon Heights,0,1,0,0,10806
, Nan, Nan,New Haven,0,1,0,0,4650
, Nan, Nan,Northfield Township,0,0,1,0,8329
, Nan, Nan,Northville,1,0,0,0,5968
, Nan, Nan,Northville Township,1,0,1,0,28224
, Nan, Nan,Norton Shores,1,1,1,0,23884
, Nan, Nan,Novi,0,1,0,0,55623
, Nan, Nan,Oakley,0,1,0,0,287
, Nan, Nan,Oak Park,1,0,0,1,29532
, Nan, Nan,Orchard Lake,0,1,1,0,2391
, Nan, Nan,Oscoda Township,0,0,1,0,6907
, Nan, Nan,Owosso,0,0,1,0,15035
, Nan, Nan,Pittsfield Township,1,1,1,0,35020
, Nan, Nan,Plymouth Township,0,0,1,0,27262
, Nan, Nan,Portage,1,0,0,0,46658
, Nan, Nan,Port Huron,1,0,0,0,29950
, Nan, Nan,Redford Township,0,0,1,0,47903
, Nan, Nan,Richmond,1,1,0,0,5747
, Nan, Nan,Rochester,1,0,0,0,12802
, Nan, Nan,Rockford,0,1,0,0,5779
, Nan, Nan,Roseville,3,1,0,1,47400
, Nan, Nan,Royal Oak,1,2,2,2,57649
, Nan, Nan,Saginaw,1,0,2,0,51267
, Nan, Nan,Saginaw Township,1,0,0,1,40642
, Nan, Nan,Saline,0,0,0,1,8899
, Nan, Nan,Saugatuck-Douglas,0,0,1,0,2156
, Nan, Nan,Shelby Township,2,2,1,0,73960
, Nan, Nan,Shepherd,1,0,0,0,1524
, Nan, Nan,Southfield,3,2,6,3,72253
, Nan, Nan,South Lyon,1,0,0,0,11408
, Nan, Nan,Sparta,0,0,0,1,4183
, Nan, Nan,Spring Lake-Ferrysburg,0,1,0,0,5269
, Nan, Nan,St. Charles,1,0,0,0,2043
, Nan, Nan,St. Clair,0,0,0,1,5442
, Nan, Nan,St. Clair Shores,0,2,2,0,59841
, Nan, Nan,Sterling Heights,2,2,0,0,129974
, Nan, Nan,Swartz Creek,1,0,0,0,5712
, Nan, Nan,Taylor,1,3,1,0,62534
, Nan, Nan,Thomas Township,0,0,1,0,11927
, Nan, Nan,Three Rivers,0,1,0,0,7797
, Nan, Nan,Tittabawassee Township,0,0,0,1,9688
, Nan, Nan,Trenton,0,0,1,1,18676
, Nan, Nan,Troy,3,1,0,1,81567
, Nan, Nan,Utica,0,0,0,1,4766
, Nan, Nan,Van Buren Township,0,1,1,0,28548
, Nan, Nan,Vicksburg,0,1,1,0,2929
, Nan, Nan,Walled Lake,1,0,1,0,7049
, Nan, Nan,Warren,4,6,5,4,134340
, Nan, Nan,Waterford Township,0,1,0,2,72224
, Nan, Nan,Wayne,0,1,2,1,17427
, Nan, Nan,West Bloomfield Township,2,2,2,1,65157
, Nan, Nan,Westland,1,2,0,2,83299
, Nan, Nan,White Cloud,0,0,0,1,1407
, Nan, Nan,White Lake Township,0,2,0,0,30236
, Nan, Nan,Woodhaven,0,0,1,0,12752
, Nan, Nan,Wyoming,1,2,1,1,72886
, Nan, Nan,Ypsilanti,0,1,1,2,19610
, Nan,Universities and Colleges, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Eastern Michigan University,0,0,0,1,23419
, Nan, Nan,Michigan State University,2,1,0,1,47825
, Nan, Nan,Oakland University,1,0,0,0,19379
, Nan, Nan,Saginaw Valley State University,0,1,0,0,10790
, Nan, Nan,"University of Michigan, Ann Arbor",1,2,0,1,42716
, Nan, Nan,Western Michigan University,1,0,0,0,25086
, Nan,Metropolitan Counties, Nan, Nan, Nan, Nan, Nan,
, Nan, Nan,Berrien,0,0,1,0,
, Nan, Nan,Calhoun,1,0,0,1,
, Nan, Nan,Eaton,0,1,0,0,
, Nan, Nan,Genesee,2,0,0,2,
, Nan, Nan,Jackson,1,1,0,0,
, Nan, Nan,Kalamazoo,1,0,0,0,
, Nan, Nan,Kent,0,0,0,5,
, Nan, Nan,Macomb,4,5,2,2,
, Nan, Nan,Monroe,3,0,2,2,
