Year,State,Agency Type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2
, Nan, Nan,Granite Shoals,0,0,0,0,5104
, Nan, Nan,Grapeland,0,0,0,0,1404
, Nan, Nan,Grapevine,0,0,0,0,52423
, Nan, Nan,Greenville,0,0,0,0,26689
, Nan, Nan,Gregory,0,0,0,0,2012
, Nan, Nan,Groesbeck,0,0,0,0,4299
, Nan, Nan,Groves,0,0,0,0,15680
, Nan, Nan,Gun Barrel City,0,0,0,0,6048
, Nan, Nan,Hale Center,0,0,0,0,2062
, Nan, Nan,Hallettsville,0,0,0,0,2601
, Nan, Nan,Hallsville,0,0,0,0,4166
, Nan, Nan,Haltom City,0,0,0,0,44558
, Nan, Nan,Hamilton,0,0,0,0,2908
, Nan, Nan,Hamlin,0,0,0,0,2026
, Nan, Nan,Happy,0,0,0,0,651
, Nan, Nan,Harker Heights,0,0,0,0,29600
, Nan, Nan,Harlingen,0,0,0,0,65913
, Nan, Nan,Haskell,0,0,0,0,3209
, Nan, Nan,Hawkins,0,0,0,0,1296
, Nan, Nan,Hawley,0,0,0,0,610
, Nan, Nan,Hearne,0,0,0,0,4459
, Nan, Nan,Heath,0,0,0,0,8400
, Nan, Nan,Helotes,0,0,0,0,8855
, Nan, Nan,Hemphill,0,0,0,0,1209
, Nan, Nan,Hempstead,0,0,0,0,7403
, Nan, Nan,Henderson,0,0,0,0,13491
, Nan, Nan,Hereford,0,0,0,0,14941
, Nan, Nan,Hewitt,0,0,0,0,14384
, Nan, Nan,Hickory Creek,0,0,0,0,4348
, Nan, Nan,Hico,0,0,0,0,1317
, Nan, Nan,Hidalgo,0,0,0,0,13943
, Nan, Nan,Highland Park,0,0,0,0,9316
, Nan, Nan,Highland Village,0,0,0,0,16357
, Nan, Nan,Hill Country Village,0,0,0,0,1083
, Nan, Nan,Hillsboro,0,0,0,0,8297
, Nan, Nan,Hitchcock,0,0,0,0,7753
, Nan, Nan,Holland,0,0,0,0,1129
, Nan, Nan,Holliday,0,0,0,0,1694
, Nan, Nan,Hollywood Park,0,0,0,0,3338
, Nan, Nan,Hondo,0,0,0,0,9178
, Nan, Nan,Hooks,0,0,0,0,2739
, Nan, Nan,Horizon City,0,0,0,0,19808
, Nan, Nan,Horseshoe Bay,0,0,0,0,3585
, Nan, Nan,Howe,0,0,0,0,2840
, Nan, Nan,Hubbard,0,0,0,0,1359
, Nan, Nan,Hudson,0,0,0,0,4837
, Nan, Nan,Hudson Oaks,0,0,0,0,2262
, Nan, Nan,Hughes Springs,0,0,0,0,1780
, Nan, Nan,Humble,0,0,0,0,15770
, Nan, Nan,Huntington,0,0,0,0,2145
, Nan, Nan,Huntsville,0,0,0,0,41390
, Nan, Nan,Hurst,0,0,0,0,39345
, Nan, Nan,Hutchins,0,0,0,0,5809
, Nan, Nan,Hutto,0,0,0,0,24160
, Nan, Nan,Idalou,0,0,0,0,2343
, Nan, Nan,Indian Lake,0,0,0,0,642
, Nan, Nan,Ingleside,0,0,0,0,9769
, Nan, Nan,Ingram,0,0,0,0,1828
, Nan, Nan,Iowa Park,0,0,0,0,6338
, Nan, Nan,Irving,0,0,0,0,240765
, Nan, Nan,Italy,0,0,0,0,1904
, Nan, Nan,Itasca,0,0,0,0,1621
, Nan, Nan,Jacinto City,0,0,0,0,10825
, Nan, Nan,Jacksboro,0,0,0,0,4410
, Nan, Nan,Jacksonville,0,0,0,0,14950
, Nan, Nan,Jamaica Beach,0,0,0,0,1059
, Nan, Nan,Jarrell,0,0,0,0,1209
, Nan, Nan,Jasper,0,0,0,0,7617
, Nan, Nan,Jefferson,0,0,0,0,2038
, Nan, Nan,Jersey Village,0,0,0,0,7954
, Nan, Nan,Jewett,0,0,0,0,1197
, Nan, Nan,Johnson City,0,0,0,0,2021
, Nan, Nan,Jones Creek,0,0,0,0,2076
, Nan, Nan,Jonestown,0,0,0,0,2074
, Nan, Nan,Josephine,0,0,0,0,1139
, Nan, Nan,Joshua,0,0,0,0,6101
, Nan, Nan,Jourdanton,0,0,0,0,4355
, Nan, Nan,Junction,0,0,0,0,2421
, Nan, Nan,Karnes City,0,0,0,0,3437
, Nan, Nan,Katy,0,0,0,0,16589
, Nan, Nan,Kaufman,0,0,0,0,7245
, Nan, Nan,Keene,0,0,0,0,6206
, Nan, Nan,Keller,0,0,0,0,47047
, Nan, Nan,Kemah,0,0,0,0,2028
, Nan, Nan,Kempner,0,0,0,0,1075
, Nan, Nan,Kendleton,0,0,0,0,395
, Nan, Nan,Kenedy,0,0,0,0,3444
, Nan, Nan,Kennedale,0,0,0,0,7910
, Nan, Nan,Kerens,0,0,0,0,1572
, Nan, Nan,Kermit,0,0,0,0,6596
, Nan, Nan,Kerrville,0,0,0,0,23287
, Nan, Nan,Kilgore,0,0,0,0,15258
, Nan, Nan,Killeen,0,0,0,0,143248
, Nan, Nan,Kingsville,0,0,0,0,26227
, Nan, Nan,Kirby,0,0,0,0,8658
, Nan, Nan,Kirbyville,0,0,0,0,2128
, Nan, Nan,Knox City,0,0,0,0,1194
, Nan, Nan,Kountze,0,0,0,0,2074
, Nan, Nan,Kress,0,0,0,0,681
, Nan, Nan,Kyle,0,0,0,0,37407
, Nan, Nan,Lacoste,0,0,0,0,1183
, Nan, Nan,Lacy-Lakeview,0,0,0,0,6629
, Nan, Nan,La Feria,0,0,0,0,7349
, Nan, Nan,Lago Vista,0,0,0,0,6643
, Nan, Nan,La Grange,0,0,0,0,4728
, Nan, Nan,La Grulla,0,0,0,0,1709
, Nan, Nan,Laguna Vista,0,0,0,0,3223
, Nan, Nan,La Joya,0,0,0,0,4350
, Nan, Nan,Lake City,0,0,0,0,520
, Nan, Nan,Lake Dallas,0,0,0,0,8053
, Nan, Nan,Lake Jackson,0,0,0,0,27676
, Nan, Nan,Lakeside,0,0,0,0,1401
, Nan, Nan,"Lakeview, Harrison County",0,0,0,0,6454
, Nan, Nan,Lakeway,0,0,0,0,14771
, Nan, Nan,Lake Worth,0,0,0,0,4870
, Nan, Nan,La Marque,0,0,0,0,16191
, Nan, Nan,Lamesa,0,0,0,0,9429
, Nan, Nan,Lampasas,0,0,0,0,7898
, Nan, Nan,Lancaster,0,0,0,0,39219
, Nan, Nan,La Porte,0,0,0,0,35410
, Nan, Nan,Laredo,0,0,0,0,259325
, Nan, Nan,La Vernia,0,0,0,0,1312
, Nan, Nan,La Villa,0,0,0,0,2632
, Nan, Nan,Lavon,0,0,0,0,3045
, Nan, Nan,Leander,0,0,0,0,40650
, Nan, Nan,Leonard,0,0,0,0,1969
, Nan, Nan,Leon Valley,0,0,0,0,11376
, Nan, Nan,Lexington,0,0,0,0,1183
, Nan, Nan,Liberty,0,0,0,0,9169
, Nan, Nan,Lindale,0,0,0,0,5883
, Nan, Nan,Linden,0,0,0,0,1978
, Nan, Nan,Little Elm,0,0,0,0,41421
, Nan, Nan,Littlefield,0,0,0,0,6033
, Nan, Nan,Live Oak,0,0,0,0,15809
, Nan, Nan,Llano,0,0,0,0,3356
, Nan, Nan,Lockhart,0,0,0,0,13590
, Nan, Nan,Lometa,0,0,0,0,846
, Nan, Nan,Lone Star,0,0,0,0,1514
, Nan, Nan,Lorena,0,0,0,0,1745
, Nan, Nan,Lorenzo,0,0,0,0,1177
, Nan, Nan,Los Fresnos,0,0,0,0,6716
, Nan, Nan,Lott,0,0,0,0,719
, Nan, Nan,Lubbock,0,0,0,0,252900
, Nan, Nan,Lufkin,0,0,0,0,36581
, Nan, Nan,Luling,0,0,0,0,5838
, Nan, Nan,Lumberton,0,0,0,0,12500
, Nan, Nan,Lyford,0,0,0,0,2605
, Nan, Nan,Lytle,0,0,0,0,2946
, Nan, Nan,Madisonville,0,0,0,0,4681
, Nan, Nan,Magnolia,0,0,0,0,1932
, Nan, Nan,Malakoff,0,0,0,0,2292
, Nan, Nan,Manor,0,0,0,0,8200
, Nan, Nan,Mansfield,0,0,0,0,65882
, Nan, Nan,Manvel,0,0,0,0,8645
, Nan, Nan,Marble Falls,0,0,0,0,6323
, Nan, Nan,Marlin,0,0,0,0,5626
, Nan, Nan,Marshall,0,0,0,0,23876
, Nan, Nan,Mart,0,0,0,0,1912
, Nan, Nan,Martindale,0,0,0,0,1237
, Nan, Nan,Mathis,0,0,0,0,5062
, Nan, Nan,McAllen,0,0,0,0,142227
, Nan, Nan,McGregor,0,0,0,0,5076
, Nan, Nan,Meadows Place,0,0,0,0,4781
, Nan, Nan,Melissa,0,0,0,0,8132
, Nan, Nan,Memorial Villages,0,0,0,0,12282
, Nan, Nan,Memphis,0,0,0,0,2109
, Nan, Nan,Mercedes,0,0,0,0,16830
, Nan, Nan,Meridian,0,0,0,0,1414
, Nan, Nan,Merkel,0,0,0,0,2619
, Nan, Nan,Mesquite,0,0,0,0,145786
, Nan, Nan,Mexia,0,0,0,0,7393
, Nan, Nan,Midland,0,0,0,0,137780
, Nan, Nan,Midlothian,0,0,0,0,23085
, Nan, Nan,Milford,0,0,0,0,741
, Nan, Nan,Mineola,0,0,0,0,4649
, Nan, Nan,Mineral Wells,0,0,0,0,14391
, Nan, Nan,Mission,0,0,0,0,84380
, Nan, Nan,Missouri City,0,0,0,0,75607
, Nan, Nan,Monahans,0,0,0,0,7854
, Nan, Nan,Mont Belvieu,0,0,0,0,5482
, Nan, Nan,Montgomery,0,0,0,0,849
, Nan, Nan,Morgans Point Resort,0,0,0,0,4257
, Nan, Nan,Moulton,0,0,0,0,911
, Nan, Nan,Mount Pleasant,0,0,0,0,16058
, Nan, Nan,Muleshoe,0,0,0,0,5193
, Nan, Nan,Munday,0,0,0,0,1347
, Nan, Nan,Murphy,0,0,0,0,21175
, Nan, Nan,Mustang Ridge,0,0,0,0,990
, Nan, Nan,Nacogdoches,0,0,0,0,34079
, Nan, Nan,Naples,0,0,0,0,1333
, Nan, Nan,Nash,0,0,0,0,3177
, Nan, Nan,Nassau Bay,0,0,0,0,4118
, Nan, Nan,Natalia,0,0,0,0,1504
, Nan, Nan,Navasota,0,0,0,0,7545
, Nan, Nan,Nederland,0,0,0,0,17240
, Nan, Nan,Needville,0,0,0,0,3088
, Nan, Nan,New Boston,0,0,0,0,4666
, Nan, Nan,New Braunfels,0,0,0,0,73334
, Nan, Nan,New Deal,0,0,0,0,805
, Nan, Nan,Newton,0,0,0,0,2390
, Nan, Nan,Nixon,0,0,0,0,2482
, Nan, Nan,Nocona,0,0,0,0,2921
, Nan, Nan,Nolanville,0,0,0,0,4876
, Nan, Nan,Normangee,0,0,0,0,695
, Nan, Nan,Northeast,0,0,0,0,2535
, Nan, Nan,Northlake,0,0,0,0,2329
, Nan, Nan,North Richland Hills,0,0,0,0,70409
, Nan, Nan,Oak Ridge,0,0,0,0,180
, Nan, Nan,Oak Ridge North,0,0,0,0,3181
, Nan, Nan,O'Donnell,0,0,0,0,803
, Nan, Nan,Olmos Park,0,0,0,0,2420
, Nan, Nan,Olney,0,0,0,0,3159
, Nan, Nan,Olton,0,0,0,0,2121
, Nan, Nan,Omaha,0,0,0,0,986
, Nan, Nan,Onalaska,0,0,0,0,1770
, Nan, Nan,Orange,0,0,0,0,19493
, Nan, Nan,Orange Grove,0,0,0,0,1337
, Nan, Nan,Ore City,0,0,0,0,1198
, Nan, Nan,Overton,0,0,0,0,2532
, Nan, Nan,Ovilla,0,0,0,0,3933
, Nan, Nan,Oyster Creek,0,0,0,0,1136
, Nan, Nan,Paducah,0,0,0,0,1109
, Nan, Nan,Palacios,0,0,0,0,4617
, Nan, Nan,Palestine,0,0,0,0,18194
, Nan, Nan,Palmer,0,0,0,0,2064
, Nan, Nan,Palmhurst,0,0,0,0,2714
, Nan, Nan,Palm Valley,0,0,0,0,1291
, Nan, Nan,Palmview,0,0,0,0,5763
, Nan, Nan,Pampa,0,0,0,0,18228
, Nan, Nan,Panhandle,0,0,0,0,2321
, Nan, Nan,Pantego,0,0,0,0,2558
, Nan, Nan,Paris,0,0,0,0,24706
, Nan, Nan,Parker,0,0,0,0,4488
, Nan, Nan,Pasadena,0,0,0,0,154648
, Nan, Nan,Patton Village,0,0,0,0,1632
, Nan, Nan,Pearland,0,0,0,0,112814
, Nan, Nan,Pearsall,0,0,0,0,10151
, Nan, Nan,Pecos,0,0,0,0,9669
, Nan, Nan,Pelican Bay,0,0,0,0,1653
, Nan, Nan,Penitas,0,0,0,0,4785
, Nan, Nan,Perryton,0,0,0,0,9354
, Nan, Nan,Pflugerville,0,0,0,0,58975
, Nan, Nan,Pharr,0,0,0,0,77744
, Nan, Nan,Pilot Point,0,0,0,0,4140
, Nan, Nan,Pinehurst,0,0,0,0,2078
, Nan, Nan,Pineland,0,0,0,0,805
, Nan, Nan,Pittsburg,0,0,0,0,4622
, Nan, Nan,Plainview,0,0,0,0,20667
, Nan, Nan,Point Comfort,0,0,0,0,721
, Nan, Nan,Ponder,0,0,0,0,1559
, Nan, Nan,Port Aransas,0,0,0,0,4055
, Nan, Nan,Port Arthur,0,0,0,0,55510
, Nan, Nan,Port Isabel,0,0,0,0,5015
, Nan, Nan,Portland,0,0,0,0,16340
, Nan, Nan,Port Lavaca,0,0,0,0,12458
, Nan, Nan,Port Neches,0,0,0,0,12741
, Nan, Nan,Poteet,0,0,0,0,3450
, Nan, Nan,Poth,0,0,0,0,2220
, Nan, Nan,Pottsboro,0,0,0,0,2267
, Nan, Nan,Prairie View,0,0,0,0,6538
, Nan, Nan,Premont,0,0,0,0,2660
, Nan, Nan,Presidio,0,0,0,0,3802
, Nan, Nan,Primera,0,0,0,0,4748
, Nan, Nan,Princeton,0,0,0,0,9426
, Nan, Nan,Progreso,0,0,0,0,6003
, Nan, Nan,Prosper,0,0,0,0,17634
, Nan, Nan,Queen City,0,0,0,0,1466
, Nan, Nan,Quinlan,0,0,0,0,1448
, Nan, Nan,Quitman,0,0,0,0,1830
, Nan, Nan,Ralls,0,0,0,0,1890
, Nan, Nan,Rancho Viejo,0,0,0,0,2502
, Nan, Nan,Ranger,0,0,0,0,2463
, Nan, Nan,Ransom Canyon,0,0,0,0,1137
, Nan, Nan,Raymondville,0,0,0,0,11104
, Nan, Nan,Red Oak,0,0,0,0,12278
, Nan, Nan,Refugio,0,0,0,0,2850
, Nan, Nan,Richardson,0,0,0,0,113216
, Nan, Nan,Richland Hills,0,0,0,0,8159
, Nan, Nan,Richmond,0,0,0,0,12245
, Nan, Nan,Richwood,0,0,0,0,3895
, Nan, Nan,Riesel,0,0,0,0,1021
, Nan, Nan,Rio Bravo,0,0,0,0,4819
, Nan, Nan,Rio Grande City,0,0,0,0,14518
, Nan, Nan,Rio Hondo,0,0,0,0,2453
, Nan, Nan,Rising Star,0,0,0,0,826
, Nan, Nan,River Oaks,0,0,0,0,7782
, Nan, Nan,Roanoke,0,0,0,0,7707
, Nan, Nan,Robinson,0,0,0,0,11674
, Nan, Nan,Robstown,0,0,0,0,11596
, Nan, Nan,Rockdale,0,0,0,0,5619
, Nan, Nan,Rockport,0,0,0,0,10725
, Nan, Nan,Rollingwood,0,0,0,0,1570
, Nan, Nan,Roma,0,0,0,0,10310
, Nan, Nan,Roman Forest,0,0,0,0,1910
, Nan, Nan,Roscoe,0,0,0,0,1323
, Nan, Nan,Rosebud,0,0,0,0,1361
, Nan, Nan,Rose City,0,0,0,0,521
, Nan, Nan,Rosenberg,0,0,0,0,36360
, Nan, Nan,Rowlett,0,0,0,0,61047
, Nan, Nan,Royse City,0,0,0,0,11914
, Nan, Nan,Runaway Bay,0,0,0,0,1433
, Nan, Nan,Rusk,0,0,0,0,5630
, Nan, Nan,Sabinal,0,0,0,0,1721
, Nan, Nan,Sachse,0,0,0,0,25467
, Nan, Nan,Saginaw,0,0,0,0,22540
, Nan, Nan,Salado,0,0,0,0,2140
, Nan, Nan,San Augustine,0,0,0,0,1989
, Nan, Nan,San Benito,0,0,0,0,24535
, Nan, Nan,San Diego,0,0,0,0,4350
, Nan, Nan,Sanger,0,0,0,0,7913
, Nan, Nan,San Juan,0,0,0,0,37075
, Nan, Nan,San Saba,0,0,0,0,3004
, Nan, Nan,Sansom Park Village,0,0,0,0,4892
, Nan, Nan,Santa Anna,0,0,0,0,1022
, Nan, Nan,Santa Fe,0,0,0,0,13172
, Nan, Nan,Santa Rosa,0,0,0,0,2875
, Nan, Nan,Schertz,0,0,0,0,39225
, Nan, Nan,Schulenburg,0,0,0,0,2941
, Nan, Nan,Seadrift,0,0,0,0,1497
, Nan, Nan,Seagoville,0,0,0,0,16085
, Nan, Nan,Seagraves,0,0,0,0,2836
, Nan, Nan,Seguin,0,0,0,0,28319
, Nan, Nan,Selma,0,0,0,0,10027
, Nan, Nan,Seminole,0,0,0,0,7656
, Nan, Nan,Seven Points,0,0,0,0,1447
, Nan, Nan,Seymour,0,0,0,0,2636
, Nan, Nan,Shallowater,0,0,0,0,2568
, Nan, Nan,Shamrock,0,0,0,0,2007
, Nan, Nan,Shavano Park,0,0,0,0,3631
, Nan, Nan,Shenandoah,0,0,0,0,2914
, Nan, Nan,Sherman,0,0,0,0,41139
, Nan, Nan,Shiner,0,0,0,0,2152
, Nan, Nan,Shoreacres,0,0,0,0,1624
, Nan, Nan,Silsbee,0,0,0,0,6693
, Nan, Nan,Sinton,0,0,0,0,5756
, Nan, Nan,Slaton,0,0,0,0,6061
, Nan, Nan,Smithville,0,0,0,0,4159
, Nan, Nan,Snyder,0,0,0,0,11882
, Nan, Nan,Socorro,0,0,0,0,33447
, Nan, Nan,Somerset,0,0,0,0,1814
, Nan, Nan,Somerville,0,0,0,0,1384
, Nan, Nan,Sonora,0,0,0,0,2841
, Nan, Nan,Sour Lake,0,0,0,0,1765
, Nan, Nan,South Houston,0,0,0,0,17650
, Nan, Nan,Southlake,0,0,0,0,30644
, Nan, Nan,Southmayd,0,0,0,0,1019
, Nan, Nan,South Padre Island,0,0,0,0,2895
, Nan, Nan,Southside Place,0,0,0,0,1859
, Nan, Nan,Spearman,0,0,0,0,3378
, Nan, Nan,Splendora,0,0,0,0,1697
, Nan, Nan,Springtown,0,0,0,0,2841
, Nan, Nan,Spring Valley,0,0,0,0,4289
, Nan, Nan,Spur,0,0,0,0,1183
, Nan, Nan,Stafford,0,0,0,0,18602
, Nan, Nan,Stagecoach,0,0,0,0,589
, Nan, Nan,Stamford,0,0,0,0,2944
, Nan, Nan,Stanton,0,0,0,0,3032
, Nan, Nan,Stephenville,0,0,0,0,20787
, Nan, Nan,Stinnett,0,0,0,0,1852
, Nan, Nan,St. Jo,0,0,0,0,1004
, Nan, Nan,Stratford,0,0,0,0,2085
, Nan, Nan,Sudan,0,0,0,0,913
, Nan, Nan,Sullivan City,0,0,0,0,4223
, Nan, Nan,Sulphur Springs,0,0,0,0,16227
, Nan, Nan,Sunrise Beach Village,0,0,0,0,734
, Nan, Nan,Sunset Valley,0,0,0,0,708
, Nan, Nan,Surfside Beach,0,0,0,0,557
, Nan, Nan,Sweeny,0,0,0,0,3780
, Nan, Nan,Sweetwater,0,0,0,0,10785
, Nan, Nan,Taft,0,0,0,0,3104
, Nan, Nan,Tahoka,0,0,0,0,2551
, Nan, Nan,Tatum,0,0,0,0,1378
, Nan, Nan,Taylor,0,0,0,0,16979
, Nan, Nan,Terrell,0,0,0,0,17211
, Nan, Nan,Terrell Hills,0,0,0,0,5369
, Nan, Nan,Texarkana,0,0,0,0,37442
, Nan, Nan,The Colony,0,0,0,0,42925
, Nan, Nan,Thorndale,0,0,0,0,1313
, Nan, Nan,Thrall,0,0,0,0,936
, Nan, Nan,Three Rivers,0,0,0,0,1996
, Nan, Nan,Timpson,0,0,0,0,1148
, Nan, Nan,Tioga,0,0,0,0,874
, Nan, Nan,Tolar,0,0,0,0,861
, Nan, Nan,Tom Bean,0,0,0,0,1058
, Nan, Nan,Tool,0,0,0,0,2274
, Nan, Nan,Trenton,0,0,0,0,625
, Nan, Nan,Trinity,0,0,0,0,2744
, Nan, Nan,Trophy Club,0,0,0,0,12645
, Nan, Nan,Troup,0,0,0,0,1986
, Nan, Nan,Troy,0,0,0,0,1883
, Nan, Nan,Tulia,0,0,0,0,4716
, Nan, Nan,Tye,0,0,0,0,1263
, Nan, Nan,Universal City,0,0,0,0,20275
, Nan, Nan,University Park,0,0,0,0,25103
, Nan, Nan,Uvalde,0,0,0,0,16619
, Nan, Nan,Valley Mills,0,0,0,0,1171
, Nan, Nan,Valley View,0,0,0,0,770
, Nan, Nan,Van,0,0,0,0,2695
, Nan, Nan,Van Alstyne,0,0,0,0,3406
, Nan, Nan,Venus,0,0,0,0,3366
, Nan, Nan,Vernon,0,0,0,0,10495
, Nan, Nan,Victoria,0,0,0,0,68603
, Nan, Nan,Vidor,0,0,0,0,10991
, Nan, Nan,Waco,0,0,0,0,133790
, Nan, Nan,Waelder,0,0,0,0,1115
, Nan, Nan,Wake Village,0,0,0,0,5466
, Nan, Nan,Waller,0,0,0,0,2559
, Nan, Nan,Wallis,0,0,0,0,1303
, Nan, Nan,Watauga,0,0,0,0,24725
, Nan, Nan,Waxahachie,0,0,0,0,34152
, Nan, Nan,Weatherford,0,0,0,0,29422
, Nan, Nan,Webster,0,0,0,0,11213
, Nan, Nan,Weimar,0,0,0,0,2163
, Nan, Nan,West,0,0,0,0,2898
, Nan, Nan,West Columbia,0,0,0,0,3941
, Nan, Nan,West Lake Hills,0,0,0,0,3364
, Nan, Nan,West Orange,0,0,0,0,3459
, Nan, Nan,Westover Hills,0,0,0,0,729
, Nan, Nan,West Tawakoni,0,0,0,0,1654
, Nan, Nan,West University Place,0,0,0,0,15932
, Nan, Nan,Westworth,0,0,0,0,2687
, Nan, Nan,Wharton,0,0,0,0,8706
, Nan, Nan,Whitehouse,0,0,0,0,8286
, Nan, Nan,White Oak,0,0,0,0,6317
, Nan, Nan,Whitesboro,0,0,0,0,3931
, Nan, Nan,White Settlement,0,0,0,0,17267
, Nan, Nan,Whitewright,0,0,0,0,1638
, Nan, Nan,Whitney,0,0,0,0,2103
, Nan, Nan,Willow Park,0,0,0,0,5130
, Nan, Nan,Wills Point,0,0,0,0,3551
, Nan, Nan,Wilmer,0,0,0,0,3978
, Nan, Nan,Windcrest,0,0,0,0,5877
, Nan, Nan,Wink,0,0,0,0,1087
, Nan, Nan,Winnsboro,0,0,0,0,3354
, Nan, Nan,Winters,0,0,0,0,2563
, Nan, Nan,Wolfe City,0,0,0,0,1416
, Nan, Nan,Wolfforth,0,0,0,0,4371
, Nan, Nan,Woodbranch,0,0,0,0,1396
, Nan, Nan,Woodville,0,0,0,0,2457
, Nan, Nan,Woodway,0,0,0,0,8836
, Nan, Nan,Wortham,0,0,0,0,1019
, Nan, Nan,Wylie,0,0,0,0,47772
, Nan, Nan,Yoakum,0,0,0,0,6059
, Nan, Nan,Yorktown,0,0,0,0,2157
, Nan,Universities and Colleges,Abilene Christian University,0,0,0,0,4544
, Nan, Nan,Alamo Community College District,0,0,0,0,57165
, Nan, Nan,Alvin Community College,0,0,0,0,5114
, Nan, Nan,Angelo State University,0,0,0,0,8483
, Nan, Nan,Austin College,0,0,0,0,1255
, Nan, Nan,Baylor Health Care System3,0,0,0,0,
, Nan, Nan,Blinn College,0,0,0,0,19780
, Nan, Nan,Brookhaven College,0,0,0,0,10553
, Nan, Nan,Central Texas College,0,0,0,0,19562
, Nan, Nan,College of the Mainland,0,0,0,0,4013
, Nan, Nan,Eastfield College,0,0,0,0,12498
, Nan, Nan,El Paso Community College,0,0,0,0,28764
, Nan, Nan,Grayson College,0,0,0,0,4591
, Nan, Nan,Hardin-Simmons University,0,0,0,0,2112
, Nan, Nan,Houston Baptist University,0,0,0,0,3160
, Nan, Nan,Houston Community College,0,0,0,0,56522
, Nan, Nan,"Lamar University, Beaumont",0,0,0,0,14965
, Nan, Nan,Laredo Community College,0,0,0,0,8749
, Nan, Nan,Lone Star College System District,0,0,0,0,70724
, Nan, Nan,McLennan Community College,0,0,0,0,8305
, Nan, Nan,Midwestern State University,0,0,0,0,6043
, Nan, Nan,Mountain View College,0,0,0,0,8539
, Nan, Nan,North Lake College,0,0,0,0,9871
, Nan, Nan,Paris Junior College,0,0,0,0,4999
, Nan, Nan,Prairie View A&M University,0,0,0,0,8315
, Nan, Nan,Rice University,0,0,0,0,6719
, Nan, Nan,Richland College,0,0,0,0,16687
, Nan, Nan,Southern Methodist University,0,0,0,0,11643
, Nan, Nan,South Plains College,0,0,0,0,9126
, Nan, Nan,Stephen F. Austin State University,0,0,0,0,12606
, Nan, Nan,St. Mary's University,0,0,0,0,3625
, Nan, Nan,St. Thomas University,0,0,0,0,3359
, Nan, Nan,Sul Ross State University,0,0,0,0,2967
, Nan, Nan,Tarleton State University,0,0,0,0,12330
, Nan, Nan,Texas A&M International University,0,0,0,0,7192
, Nan, Nan,Texas A&M University: , Nan, Nan, Nan, Nan,
, Nan, Nan,Central Texas,0,0,0,0,2466
, Nan, Nan,College Station,0,0,0,0,63813
, Nan, Nan,Commerce,0,0,0,0,12928
, Nan, Nan,Corpus Christi,0,0,0,0,11661
, Nan, Nan,Galveston3,0,0,0,0,
, Nan, Nan,Kingsville,0,0,0,0,9207
, Nan, Nan,San Antonio,0,0,0,0,4564
, Nan, Nan,Texas Christian University,0,0,0,0,10323
, Nan, Nan,Texas Southern University,0,0,0,0,8965
, Nan, Nan,Texas State Technical College: , Nan, Nan, Nan, Nan,
, Nan, Nan,Harlingen3,0,0,0,0,
, Nan, Nan,Marshall3,0,0,0,0,
, Nan, Nan,Waco3,0,0,0,0,
, Nan, Nan,"Texas State University, San Marcos",0,0,0,0,37979
, Nan, Nan,Texas Woman's University,0,0,0,0,15286
, Nan, Nan,Trinity University,0,0,0,0,2438
, Nan, Nan,University of Houston: , Nan, Nan, Nan, Nan,
, Nan, Nan,Central Campus,0,0,0,0,42704
, Nan, Nan,Clearlake,0,0,0,0,8906
, Nan, Nan,Downtown Campus,0,0,0,0,14262
, Nan, Nan,University of Mary Hardin-Baylor,0,0,0,0,3898
, Nan, Nan,University of North Texas:, Nan, Nan, Nan, Nan,
, Nan, Nan,Denton,0,0,0,0,37299
, Nan, Nan,Health Science Center,0,0,0,0,2382
, Nan, Nan,University of Texas:, Nan, Nan, Nan, Nan,
, Nan, Nan,Arlington,0,0,0,0,41988
, Nan, Nan,Austin,0,0,0,0,50950
, Nan, Nan,Brownsville,0,0,0,0,4029
, Nan, Nan,El Paso,0,0,0,0,23397
, Nan, Nan,"Health Science Center, San Antonio",0,0,0,0,3130
, Nan, Nan,"Health Science Center, Tyler3",0,0,0,0,
, Nan, Nan,Houston,0,0,0,0,5115
, Nan, Nan,Medical Branch,0,0,0,0,3169
, Nan, Nan,Pan American3,0,0,0,0,
, Nan, Nan,Permian Basin,0,0,0,0,6077
, Nan, Nan,Rio Grande Valley,0,0,0,0,28584
, Nan, Nan,San Antonio,0,0,0,0,28787
, Nan, Nan,Southwestern Medical School,0,0,0,0,2295
, Nan, Nan,Tyler,0,0,0,0,8785
, Nan, Nan,West Texas A&M University,0,0,0,0,9489
, Nan,Metropolitan Counties,Aransas,0,0,0,0,
, Nan, Nan,Archer,0,0,0,0,
, Nan, Nan,Armstrong,0,0,0,0,
, Nan, Nan,Atascosa,0,0,0,0,
, Nan, Nan,Austin,0,0,0,0,
, Nan, Nan,Bandera,0,0,0,0,
, Nan, Nan,Bastrop,0,0,0,0,
, Nan, Nan,Bell,0,0,0,0,
, Nan, Nan,Bowie,0,0,0,0,
, Nan, Nan,Brazoria,0,0,0,0,
, Nan, Nan,Brazos,0,0,0,0,
, Nan, Nan,Burleson,0,0,0,0,
, Nan, Nan,Caldwell,0,0,0,0,
, Nan, Nan,Callahan,0,0,0,0,
, Nan, Nan,Cameron,0,0,0,0,
, Nan, Nan,Carson,0,0,0,0,
, Nan, Nan,Chambers,0,0,0,0,
